Provider,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,Total_Unique_Beneficiaries,Total_Claim_Count,Total_Reimbursement,Claims_Per_Beneficiary,Reimbursement_Per_Claim,IP_Claim_Share
PRV51026,0.0,0.0,0.0,0.0,4.343805421853684,4.04305126783455,9.895505782794471,5.568545367475743,4.04305126783455,4.343805421853684,9.895505782794471,0.8574502318512216,5.568545367475743,0.0
PRV51027,0.0,0.0,0.0,0.0,3.9889840465642745,3.8066624897703196,10.303638565820524,6.335087704705388,3.8066624897703196,3.9889840465642745,10.303638565820524,0.7905213445851217,6.335087704705388,0.0
PRV51029,0.0,0.0,0.0,0.0,4.543294782270004,4.382026634673881,10.330746767679962,5.801143336298256,4.382026634673881,4.543294782270004,10.330746767679962,0.7780466243464316,5.801143336298256,0.0
PRV51030,4.418840607796598,4.276666119016055,13.466805200907274,9.060200742810167,4.499809670330265,4.3694478524670215,10.438839921478715,5.952776276451696,4.983606621708336,5.147494476813453,13.514082440040376,0.7790084711663375,8.372648661087029,0.47953216374269
PRV51031,3.367295829986474,3.295836866004329,12.703816069256568,9.371693622333941,5.062595033026967,4.912654885736052,10.332701738815134,5.281521043811945,5.062595033026967,5.225746673713202,12.793084009964542,0.7785649317142971,7.573239561640279,0.1513513513513513
PRV51032,0.0,0.0,0.0,0.0,3.1780538303479458,3.091042453358316,8.598035579260339,5.466591442505051,3.091042453358316,3.1780538303479458,8.598035579260339,0.7396671961948381,5.466591442505051,0.0
PRV51035,0.6931471805599453,0.6931471805599453,10.275085591132715,10.275085591132715,3.4011973816621555,3.2188758248682006,8.177796683277778,4.818333061161133,3.258096538021482,3.4339872044851463,10.390870532175569,0.7884573603642702,6.990563390169452,0.0333333333333333
PRV51036,0.0,0.0,0.0,0.0,5.631211781821365,4.882801922586371,11.223655465763155,5.599726729583832,4.882801922586371,5.631211781821365,11.223655465763155,1.1385178328416503,5.599726729583832,0.0
PRV51037,3.1780538303479458,3.091042453358316,12.273735966890268,9.138344548935153,6.068425588244111,5.313205979041787,11.761588603909846,5.69882822725448,5.332718793265369,6.12029741895095,12.743241226635249,1.16436366623089,6.626466820666067,0.0506607929515418
PRV51038,3.4339872044851463,3.295836866004329,12.34409829881876,8.94302721525076,4.718498871295094,4.430816798843313,10.48824184666795,5.781771793517895,4.68213122712422,4.955827057601261,12.489336220784486,0.840599911703076,7.541103516262834,0.2127659574468085
PRV51040,2.302585092994046,2.1972245773362196,11.050905878263567,8.853808274977197,4.356708826689592,4.143134726391533,9.347577390281268,5.010375520098172,4.248495242049359,4.465908118654584,11.218165066840665,0.8093186123219872,6.764958503598186,0.1046511627906976
PRV51041,0.0,0.0,0.0,0.0,3.5553480614894135,3.4657359027997265,8.910720661951359,5.38880309314598,3.4657359027997265,3.5553480614894135,8.910720661951359,0.7404000654104909,5.38880309314598,0.0
PRV51042,0.0,0.0,0.0,0.0,4.962844630259907,4.859812404361672,10.780018225836406,5.827121253558305,4.859812404361672,4.962844630259907,10.780018225836406,0.7463916950787576,5.827121253558305,0.0
PRV51043,0.0,0.0,0.0,0.0,3.1780538303479458,3.044522437723423,8.407601514786142,5.277004904372422,3.044522437723423,3.1780538303479458,8.407601514786142,0.7654678421395714,5.277004904372422,0.0
PRV51044,0.0,0.0,0.0,0.0,4.0943445622221,3.6888794541139363,9.967916692691817,5.893094606259739,3.6888794541139363,4.0943445622221,9.967916692691817,0.9214058325409255,5.893094606259739,0.0
PRV51045,0.0,0.0,0.0,0.0,3.4657359027997265,3.4011973816621555,9.03491498187007,5.604496660544846,3.4011973816621555,3.4657359027997265,9.03491498187007,0.7270487322356266,5.604496660544846,0.0
PRV51046,2.1972245773362196,2.0794415416798357,11.522885696764481,9.44351345892757,3.4339872044851463,2.995732273553991,9.032528630660057,5.634789603169249,3.295836866004329,3.6635616461296463,11.602501051562593,0.9007865453381899,7.965253132712642,0.2105263157894736
PRV51047,0.0,0.0,0.0,0.0,2.4849066497880004,2.4849066497880004,7.836369760545124,5.442417710521793,2.4849066497880004,2.4849066497880004,7.836369760545124,0.6931471805599453,5.442417710521793,0.0
PRV51048,1.6094379124341003,1.6094379124341003,9.852246888342531,8.46611040118692,3.5553480614894135,3.4339872044851463,9.071193240566025,5.548618209429345,3.5263605246161616,3.6635616461296463,10.229223792606835,0.7661723155748352,6.592972433489894,0.1052631578947368
PRV51049,0.0,0.0,0.0,0.0,4.276666119016055,4.189654742026425,9.986034813503693,5.726572442455606,4.189654742026425,4.276666119016055,9.986034813503693,0.7382676158404149,5.726572442455606,0.0
PRV51052,1.0986122886681098,1.0986122886681098,9.546884034617925,8.853808274977197,3.8066624897703196,3.6109179126442243,9.729193687429403,5.947560155363557,3.6375861597263857,3.8501476017100584,10.335302435967074,0.8079226951523735,6.508120964794465,0.0434782608695652
PRV51053,0.6931471805599453,0.6931471805599453,8.987321812850125,8.987321812850125,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,8.987321812850125,0.6931471805599453,8.987321812850125,1.0
PRV51054,0.0,0.0,0.0,0.0,4.060443010546419,3.713572066704308,9.62450089845157,5.58514380989572,3.713572066704308,4.060443010546419,9.62450089845157,0.8858315243894466,5.58514380989572,0.0
PRV51055,1.0986122886681098,1.0986122886681098,9.723223876851618,9.03013657115323,3.044522437723423,3.044522437723423,8.50532301884575,5.5134287461649825,3.1354942159291497,3.1354942159291497,9.982344942613622,0.6931471805599453,6.892272399037367,0.0909090909090909
PRV51056,1.0986122886681098,1.0986122886681098,8.987321812850125,8.294299608857235,3.044522437723423,2.995732273553991,8.81001204797317,5.817111159963204,3.091042453358316,3.1354942159291497,9.595670797663967,0.7166776779701395,6.506055799260335,0.0909090909090909
PRV51057,0.0,0.0,0.0,0.0,1.791759469228055,1.6094379124341003,8.82922635473185,7.220373836723949,1.6094379124341003,1.791759469228055,8.82922635473185,0.8109302162163288,7.220373836723949,0.0
PRV51058,1.791759469228055,1.791759469228055,11.418625774449598,9.809231816610408,4.3694478524670215,4.276666119016055,9.682279626689674,5.330362495281753,4.330733340286331,4.430816798843313,11.580873791109585,0.7451069194906564,7.1627990231591445,0.0602409638554216
PRV51059,3.258096538021482,3.1780538303479458,12.901719200051183,9.682903223616842,4.276666119016055,4.110873864173311,9.906532910722088,5.647336317457513,4.418840607796598,4.574710978503383,12.950532995280165,0.775064303027832,8.38641039887964,0.2604166666666667
PRV51060,1.791759469228055,1.791759469228055,10.463131911491967,8.853808274977197,3.6375861597263857,3.6375861597263857,9.072341873818893,5.46554815077563,3.7612001156935624,3.7612001156935624,10.685355065655601,0.6931471805599453,6.94862298674324,0.119047619047619
PRV51061,0.6931471805599453,0.6931471805599453,8.006700845440367,8.006700845440367,4.976733742420574,4.204692619390966,10.857863738015615,5.890799779272618,4.219507705176107,4.983606621708336,10.91401516115817,1.1518936552810464,5.939898983353591,0.0068965517241379
PRV51062,1.3862943611198906,1.3862943611198906,10.714439990727769,9.61587214452889,5.978885764901122,5.10594547390058,11.59340807587215,5.62067670495979,5.117993812416755,5.986452005284438,11.940680301052454,1.2212918397831471,5.959322499320083,0.0075566750629722
PRV51063,0.0,0.0,0.0,0.0,5.0106352940962555,4.7535901911063645,10.841755017213652,5.840700185393705,4.7535901911063645,5.0106352940962555,10.841755017213652,0.8310169747830661,5.840700185393705,0.0
PRV51064,3.6109179126442243,3.5553480614894135,12.54254845357358,8.95915450685925,5.5909869805108565,5.293304824724492,11.293786385047257,5.709843966763207,5.429345628954441,5.717027701406222,12.794750579800391,0.8479269890647648,7.081855564792543,0.1188118811881188
PRV51065,2.3978952727983707,2.3978952727983707,11.225256725762893,8.922791623969637,2.9444389791664403,2.833213344056216,7.359467638255621,4.479858883910916,3.295836866004329,3.367295829986474,11.245973693967038,0.7308875085427923,7.914121735552041,0.3571428571428571
PRV51066,1.0986122886681098,1.0986122886681098,9.852246888342531,9.15915233520675,3.1354942159291497,2.995732273553991,8.66406026722579,5.576637571331858,3.091042453358316,3.2188758248682006,10.118235963061956,0.7621400520468967,6.941109458654871,0.0833333333333333
PRV51067,2.5649493574615367,2.4849066497880004,12.694655727828803,10.209782819699331,3.8501476017100584,3.6888794541139363,9.050288983827956,5.2269147616862215,3.912023005428146,4.07753744390572,12.72045493684888,0.7810085363512795,8.660182304677374,0.2068965517241379
PRV51068,2.302585092994046,2.302585092994046,11.251573687764477,9.054452999786186,5.53338948872752,5.332718793265369,11.101356767801578,5.575708573980996,5.3706380281276624,5.568344503761097,11.87242342045959,0.7973387890127897,6.309716237615667,0.0344827586206896
PRV51070,2.3978952727983707,2.3978952727983707,11.522885696764481,9.220389707829185,4.499809670330265,4.127134385045092,10.102789129364767,5.617751209641139,4.248495242049359,4.605170185988092,11.73935162263209,0.8898574748059995,7.145012897995532,0.101010101010101
PRV51071,0.0,0.0,0.0,0.0,3.2188758248682006,3.2188758248682006,9.053803514155955,5.878435816809977,3.2188758248682006,3.2188758248682006,9.053803514155955,0.6931471805599453,5.878435816809977,0.0
PRV51072,2.5649493574615367,2.5649493574615367,11.184435286790631,8.699681400989514,5.303304908059076,5.017279836814924,10.761534575968792,5.467427029369761,5.081404364984463,5.3612921657094255,11.688314715423312,0.8437200390393196,6.33349744013529,0.0566037735849056
PRV51074,1.791759469228055,1.791759469228055,10.34177474101152,8.732465848349879,3.5553480614894135,3.5553480614894135,9.227295812625597,5.70417455464554,3.6888794541139363,3.6888794541139363,10.625489404000177,0.6931471805599453,6.962850311953928,0.1282051282051282
PRV51075,0.0,0.0,0.0,0.0,2.8903717578961645,2.6390573296152584,9.053803514155955,6.222459547907828,2.6390573296152584,2.8903717578961645,9.053803514155955,0.8362480242006186,6.222459547907828,0.0
PRV51076,0.0,0.0,0.0,0.0,3.4011973816621555,3.332204510175204,9.23317760587894,5.868614818101238,3.332204510175204,3.4011973816621555,9.23317760587894,0.7295148247308202,5.868614818101238,0.0
PRV51077,2.833213344056216,2.6390573296152584,12.201065128819632,9.42855178024483,2.8903717578961645,2.8903717578961645,8.585038738311304,5.754811028120613,3.4339872044851463,3.5263605246161616,12.227594382545412,0.7419373447293773,8.731243402131966,0.4848484848484848
PRV51078,2.302585092994046,2.302585092994046,11.23850177707664,9.041382455973661,2.70805020110221,2.70805020110221,7.7279755421055585,5.094626241160642,3.1780538303479458,3.1780538303479458,11.26793244300448,0.6931471805599453,8.132719262308777,0.391304347826087
PRV51081,1.9459101490553132,1.9459101490553132,11.277215789596893,9.485519608704186,5.272999558563747,4.836281906951478,10.716216150693835,5.452630036199743,4.882801922586371,5.303304908059076,11.728689857134514,0.9269210521759114,6.431974996958947,0.03
PRV51082,0.0,0.0,0.0,0.0,3.5553480614894135,3.4657359027997265,8.607216694063826,5.086869854997018,3.4657359027997265,3.5553480614894135,8.607216694063826,0.7404000654104909,5.086869854997018,0.0
PRV51083,0.0,0.0,0.0,0.0,4.51085950651685,4.406719247264253,9.803722464346553,5.308817601181903,4.406719247264253,4.51085950651685,9.803722464346553,0.7472144018302211,5.308817601181903,0.0
PRV51084,3.044522437723423,2.995732273553991,12.160033942617156,9.164401140034737,4.51085950651685,4.219507705176107,10.109729065774982,5.613533539193138,4.454347296253507,4.709530201312334,12.281091987974087,0.8303483020734304,7.581117104824004,0.1818181818181818
PRV51086,3.4657359027997265,3.4339872044851463,12.931205293247745,9.49729072517381,4.6913478822291435,4.465908118654584,10.409431279210512,5.730520569851233,4.7535901911063645,4.941642422609304,13.008457565591858,0.7924021386552865,8.074292883091095,0.2230215827338129
PRV51089,2.9444389791664403,2.9444389791664403,12.083910661257521,9.19363494340448,5.351858133476067,5.19295685089021,10.894904309600681,5.551666759919312,5.288267030694535,5.43372200355424,12.349744326212377,0.7688854401864282,6.921381319639929,0.0789473684210526
PRV51090,0.0,0.0,0.0,0.0,2.0794415416798357,2.0794415416798357,8.670943791222156,6.726062096148477,2.0794415416798357,2.0794415416798357,8.670943791222156,0.6931471805599453,6.726062096148477,0.0
PRV51091,0.0,0.0,0.0,0.0,3.8066624897703196,3.8066624897703196,9.134646527606982,5.355084289624061,3.8066624897703196,3.8066624897703196,9.134646527606982,0.6931471805599453,5.355084289624061,0.0
PRV51093,1.0986122886681098,1.0986122886681098,9.305741456739435,8.612685172875459,2.0794415416798357,2.0794415416798357,7.905072849498666,5.961373460371035,2.302585092994046,2.302585092994046,9.525953709356655,0.6931471805599453,7.329312434989945,0.2222222222222222
PRV51096,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,8.071218539969863,6.46302945692067,1.791759469228055,1.791759469228055,8.071218539969863,0.6931471805599453,6.46302945692067,0.0
PRV51097,0.0,0.0,0.0,0.0,4.836281906951478,4.276666119016055,10.701467609576829,5.875941455852443,4.276666119016055,4.836281906951478,10.701467609576829,1.0154347821892018,5.875941455852443,0.0
PRV51098,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,5.707110264748875,4.330733340286331,1.6094379124341003,1.6094379124341003,5.707110264748875,0.6931471805599453,4.330733340286331,0.0
PRV51100,1.791759469228055,1.791759469228055,11.264476926102367,9.65509029374725,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,11.264476926102367,0.6931471805599453,9.65509029374725,1.0
PRV51101,1.3862943611198906,1.3862943611198906,9.717218213494077,8.618726392239676,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,9.717218213494077,0.6931471805599453,8.618726392239676,1.0
PRV51102,2.5649493574615367,2.4849066497880004,11.904974309480183,9.42014198075244,0.0,0.0,0.0,0.0,2.4849066497880004,2.5649493574615367,11.904974309480183,0.7375989431307791,9.42014198075244,1.0
PRV51103,0.0,0.0,0.0,0.0,1.9459101490553132,1.6094379124341003,6.089044875446846,4.308559482792009,1.6094379124341003,1.9459101490553132,6.089044875446846,0.9162907318741551,4.308559482792009,0.0
PRV51104,0.0,0.0,0.0,0.0,2.5649493574615367,2.302585092994046,7.550135342488429,5.070998443823346,2.302585092994046,2.5649493574615367,7.550135342488429,0.8472978603872036,5.070998443823346,0.0
PRV51105,0.0,0.0,0.0,0.0,2.5649493574615367,2.5649493574615367,8.785845337961213,6.302618975744905,2.5649493574615367,2.5649493574615367,8.785845337961213,0.6931471805599453,6.302618975744905,0.0
PRV51108,2.995732273553991,2.995732273553991,11.957617696467539,9.013294094520635,0.0,0.0,0.0,0.0,2.995732273553991,2.995732273553991,11.957617696467539,0.6931471805599453,9.013294094520635,1.0
PRV51109,1.3862943611198906,1.3862943611198906,9.798182590890704,8.699681400989514,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,9.798182590890704,0.6931471805599453,8.699681400989514,1.0
PRV51110,1.791759469228055,1.791759469228055,10.203629181337648,8.594339400592892,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,10.203629181337648,0.6931471805599453,8.594339400592892,1.0
PRV51111,0.0,0.0,0.0,0.0,4.890349128221754,4.454347296253507,10.912557992542743,6.032141076503244,4.454347296253507,4.890349128221754,10.912557992542743,0.9372460970501432,6.032141076503244,0.0
PRV51112,0.0,0.0,0.0,0.0,5.720311776607412,5.278114659230517,11.56410325268714,5.849950247883589,5.278114659230517,5.720311776607412,11.56410325268714,0.9396065371877719,5.849950247883589,0.0
PRV51113,0.0,0.0,0.0,0.0,4.890349128221754,4.3694478524670215,10.744860753883362,5.864878675383482,4.3694478524670215,4.890349128221754,10.744860753883362,0.9903987040278769,5.864878675383482,0.0
PRV51114,0.0,0.0,0.0,0.0,5.572154032177765,5.081404364984463,11.247930743883217,5.682982403513373,5.081404364984463,5.572154032177765,11.247930743883217,0.9698314988021849,5.682982403513373,0.0
PRV51115,0.0,0.0,0.0,0.0,2.0794415416798357,1.9459101490553132,6.8885724595653635,4.948759890378168,1.9459101490553132,2.0794415416798357,6.8885724595653635,0.7731898882334818,4.948759890378168,0.0
PRV51117,0.0,0.0,0.0,0.0,2.5649493574615367,2.3978952727983707,7.576097340623111,5.096812990337308,2.3978952727983707,2.5649493574615367,7.576097340623111,0.7884573603642702,5.096812990337308,0.0
PRV51118,2.833213344056216,2.833213344056216,11.820417517632333,9.04793908261736,0.0,0.0,0.0,0.0,2.833213344056216,2.833213344056216,11.820417517632333,0.6931471805599453,9.04793908261736,1.0
PRV51119,4.553876891600541,4.406719247264253,13.800397935382136,9.25719756480301,0.6931471805599453,0.6931471805599453,11.467729334517259,11.467729334517259,4.406719247264253,4.564348191467836,13.893009417413166,0.776034840365713,9.339219512268704,0.9894736842105264
PRV51120,2.0794415416798357,2.0794415416798357,10.859018228147887,8.913223454833028,0.0,0.0,0.0,0.0,2.0794415416798357,2.0794415416798357,10.859018228147887,0.6931471805599453,8.913223454833028,1.0
PRV51121,1.9459101490553132,1.9459101490553132,11.302216779257382,9.510519035757246,0.6931471805599453,0.6931471805599453,4.394449154672439,4.394449154672439,2.0794415416798357,2.0794415416798357,11.303203933987659,0.6931471805599453,9.357367782268476,0.8571428571428571
PRV51122,0.0,0.0,0.0,0.0,2.0794415416798357,2.0794415416798357,7.02197642307216,5.081404364984463,2.0794415416798357,2.0794415416798357,7.02197642307216,0.6931471805599453,5.081404364984463,0.0
PRV51123,1.0986122886681098,1.0986122886681098,9.105090961257085,8.412054873292933,3.4011973816621555,3.367295829986474,9.793170328225258,6.427436562712616,3.367295829986474,3.4657359027997265,10.200290403937228,0.7453329337305156,6.7674173643151665,0.064516129032258
PRV51125,2.5649493574615367,2.5649493574615367,11.608244735642321,9.123438079945663,3.6109179126442243,3.044522437723423,9.966978650317326,6.3851007090178005,3.4965075614664802,3.8918202981106265,11.78532383439027,0.9162907318741551,7.9144806883275,0.25
PRV51126,3.044522437723423,2.70805020110221,12.083910661257521,9.088285725968877,0.0,0.0,0.0,0.0,2.70805020110221,3.044522437723423,12.083910661257521,0.8873031950009028,9.088285725968877,1.0
PRV51128,1.791759469228055,1.3862943611198906,11.407576060361786,9.798182590890704,3.828641396489095,3.6375861597263857,9.410911062438,5.6078424669222695,3.6635616461296463,3.9318256327243257,11.534892415095785,0.8397506547518208,7.623348648371913,0.1
PRV51129,0.0,0.0,0.0,0.0,4.574710978503383,4.189654742026425,10.039808799894367,5.479596713763548,4.189654742026425,4.574710978503383,10.039808799894367,0.9070170950888259,5.479596713763548,0.0
PRV51130,0.0,0.0,0.0,0.0,2.0794415416798357,2.0794415416798357,8.511376306094673,6.566672429803241,2.0794415416798357,2.0794415416798357,8.511376306094673,0.6931471805599453,6.566672429803241,0.0
PRV51131,0.0,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,7.057036981697891,4.983606621708336,2.1972245773362196,2.1972245773362196,7.057036981697891,0.6931471805599453,4.983606621708336,0.0
PRV51132,0.6931471805599453,0.6931471805599453,8.294299608857235,8.294299608857235,2.0794415416798357,1.791759469228055,7.193685818395112,5.25227342804663,1.9459101490553132,2.1972245773362196,8.581294116822761,0.8472978603872036,6.503164788284634,0.125
PRV51134,0.0,0.0,0.0,0.0,2.772588722239781,2.5649493574615367,8.937349848267392,6.231137400373402,2.5649493574615367,2.772588722239781,8.937349848267392,0.8109302162163288,6.231137400373402,0.0
PRV51135,0.0,0.0,0.0,0.0,1.791759469228055,1.0986122886681098,5.707110264748875,4.110873864173311,1.0986122886681098,1.791759469228055,5.707110264748875,1.252762968495368,4.110873864173311,0.0
PRV51136,0.6931471805599453,0.6931471805599453,9.90353755128617,9.90353755128617,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,9.90353755128617,0.6931471805599453,9.90353755128617,1.0
PRV51137,0.6931471805599453,0.6931471805599453,8.699681400989514,8.699681400989514,4.007333185232471,3.9318256327243257,9.21542741102474,5.231702617466053,3.9512437185814275,4.02535169073515,9.683526431913219,0.7316134613877413,5.679551876532829,0.0181818181818181
PRV51138,0.6931471805599453,0.6931471805599453,8.699681400989514,8.699681400989514,3.258096538021482,3.044522437723423,8.91341571815747,5.697764402330638,3.091042453358316,3.295836866004329,9.505320746909074,0.8056251639866355,6.249083844191247,0.0384615384615384
PRV51139,2.0794415416798357,2.0794415416798357,10.628641991731053,8.682877107057168,3.6109179126442243,3.58351893845611,9.33087517360492,5.750453993965348,3.7612001156935624,3.784189633918261,10.870110116741285,0.704981638206948,7.109708449818328,0.1627906976744186
PRV51140,3.871201010907891,3.828641396489095,12.635908363171778,8.785910391939774,6.089044875446846,5.8971538676367405,11.889517735509276,5.805750879971032,5.978885764901122,6.1903154058531475,13.023936545882721,0.8047067166382458,6.836744385564953,0.0965092402464065
PRV51141,0.0,0.0,0.0,0.0,4.276666119016055,3.6375861597263857,9.877708099548641,5.618613189985044,3.6375861597263857,4.276666119016055,9.877708099548641,1.0712133144799951,5.618613189985044,0.0
PRV51142,2.0794415416798357,1.791759469228055,11.48247656671073,9.536628270774896,3.8066624897703196,3.58351893845611,8.932080438103307,5.1535543030241815,3.6635616461296463,3.9512437185814275,11.557621545519082,0.8510502100057541,7.6262739425564305,0.1372549019607843
PRV51143,0.0,0.0,0.0,0.0,4.356708826689592,4.23410650459726,9.925787060030896,5.585690949863495,4.23410650459726,4.356708826689592,9.925787060030896,0.7572260372444677,5.585690949863495,0.0
PRV51144,1.6094379124341003,1.6094379124341003,10.87806606028079,9.491828300264636,3.295836866004329,3.258096538021482,9.014447135152134,5.759386975245363,3.4011973816621555,3.4339872044851463,11.022245546897196,0.7102416139192453,7.621521746744818,0.1333333333333333
PRV51145,5.087596335232384,4.836281906951478,14.2858897416806,9.204585334151828,3.7376696182833684,3.6888794541139363,8.657129031713755,4.950488200521482,5.087596335232384,5.313205979041787,14.289475705026273,0.8129984692803878,8.981333128115953,0.7970297029702971
PRV51146,5.093750200806762,5.062595033026967,14.29682559632627,9.209328749347403,5.25227342804663,5.181783550292085,11.046292149829952,5.802277370528046,5.814130531825066,5.8664680569332965,14.334846466313346,0.7197366347491848,8.471424084255185,0.4602272727272727
PRV51147,0.0,0.0,0.0,0.0,3.4965075614664802,3.4965075614664802,9.089414904047302,5.62717137228436,3.4965075614664802,3.4965075614664802,9.089414904047302,0.6931471805599453,5.62717137228436,0.0
PRV51148,3.5553480614894135,3.5263605246161616,12.895214314729591,9.368936617800513,5.6937321388027,5.442417710521793,11.410460752424427,5.723364268526136,5.575949103146316,5.802118375377063,13.099424276513306,0.8130403668199611,7.30100466388963,0.103030303030303
PRV51149,4.762173934797756,4.6913478822291435,13.922570528729874,9.1690836565417,3.4965075614664802,3.367295829986474,8.946505025998682,5.484796933490655,4.919980925828125,5.003946305945459,13.929447094206745,0.736319352425154,8.932365982084374,0.7837837837837838
PRV51151,3.1354942159291497,3.1354942159291497,11.863589378812122,8.7726948008022,5.356586274672012,5.318119993844216,10.990381448250039,5.642058314920152,5.420534999272286,5.455321115357702,12.21255657932543,0.7107687819097648,6.76266996510621,0.0944206008583691
PRV51152,0.0,0.0,0.0,0.0,4.430816798843313,3.6888794541139363,10.15700510770532,5.741341319564822,3.6888794541139363,4.430816798843313,10.15700510770532,1.1404593986036102,5.741341319564822,0.0
PRV51153,1.6094379124341003,1.6094379124341003,10.839600519357369,9.453364978883542,4.430816798843313,4.382026634673881,9.927741044336832,5.512894207677633,4.430816798843313,4.477336814478207,11.177326846633413,0.7169578292536638,6.712620953638771,0.0459770114942528
PRV51154,0.0,0.0,0.0,0.0,5.087596335232384,4.997212273764115,10.730968928388284,5.653055653768482,4.997212273764115,5.087596335232384,10.730968928388284,0.7396671961948381,5.653055653768482,0.0
