Provider,IP_Claim_Count,OP_Claim_Count,IP_Total_Reimbursement,OP_Total_Reimbursement,IP_Avg_Reimbursement,OP_Avg_Reimbursement,Total_Unique_Beneficiaries,Claims_Per_Beneficiary,Reimbursement_Per_Claim,IP_Claim_Share
PRV51042,0.0,4.962844630259907,0.0,10.780018225836406,0.0,5.827121253558305,4.859812404361672,0.7463916950787576,5.827121253558305,0.0
PRV51043,0.0,3.1780538303479458,0.0,8.407601514786142,0.0,5.277004904372422,3.044522437723423,0.7654678421395714,5.277004904372422,0.0
PRV51044,0.0,4.0943445622221,0.0,9.967916692691816,0.0,5.893094606259739,3.688879454113936,0.9214058325409256,5.893094606259739,0.0
PRV51045,0.0,3.4657359027997265,0.0,9.03491498187007,0.0,5.604496660544846,3.4011973816621555,0.7270487322356266,5.604496660544846,0.0
PRV51046,2.19722457733622,3.4339872044851463,11.52288569676448,9.032528630660057,9.44351345892757,5.634789603169249,3.295836866004329,0.90078654533819,7.965253132712642,0.2105263157894736
PRV51047,0.0,2.4849066497880004,0.0,7.836369760545124,0.0,5.442417710521793,2.4849066497880004,0.6931471805599453,5.442417710521793,0.0
PRV51048,1.6094379124341005,3.555348061489413,9.852246888342531,9.071193240566023,8.46611040118692,5.548618209429345,3.5263605246161616,0.7661723155748352,6.592972433489894,0.1052631578947368
PRV51049,0.0,4.276666119016055,0.0,9.986034813503691,0.0,5.726572442455606,4.189654742026425,0.7382676158404149,5.726572442455606,0.0
PRV51052,1.0986122886681098,3.80666248977032,9.546884034617923,9.729193687429404,8.853808274977197,5.947560155363557,3.6375861597263857,0.8079226951523735,6.508120964794465,0.0434782608695652
PRV51053,0.6931471805599453,0.0,8.987321812850125,0.0,8.987321812850125,0.0,0.6931471805599453,0.6931471805599453,8.987321812850125,1.0
PRV51054,0.0,4.060443010546419,0.0,9.62450089845157,0.0,5.58514380989572,3.713572066704308,0.8858315243894466,5.58514380989572,0.0
PRV51055,1.0986122886681098,3.044522437723423,9.723223876851618,8.50532301884575,9.03013657115323,5.513428746164983,3.1354942159291497,0.6931471805599453,6.892272399037367,0.0909090909090909
PRV51056,1.0986122886681098,3.044522437723423,8.987321812850125,8.81001204797317,8.294299608857235,5.817111159963204,3.091042453358316,0.7166776779701395,6.506055799260335,0.0909090909090909
PRV51057,0.0,1.791759469228055,0.0,8.82922635473185,0.0,7.220373836723949,1.6094379124341005,0.8109302162163288,7.220373836723949,0.0
PRV51058,1.791759469228055,4.3694478524670215,11.418625774449598,9.682279626689674,9.809231816610408,5.330362495281753,4.330733340286331,0.7451069194906564,7.1627990231591445,0.0602409638554216
PRV51059,3.258096538021482,4.276666119016055,12.901719200051184,9.906532910722088,9.682903223616842,5.647336317457513,4.418840607796598,0.775064303027832,8.38641039887964,0.2604166666666667
PRV51060,1.791759469228055,3.6375861597263857,10.463131911491969,9.072341873818893,8.853808274977197,5.46554815077563,3.7612001156935615,0.6931471805599453,6.94862298674324,0.119047619047619
PRV51061,0.6931471805599453,4.976733742420574,8.006700845440367,10.857863738015617,8.006700845440367,5.890799779272618,4.219507705176107,1.1518936552810464,5.939898983353591,0.0068965517241379
PRV51062,1.3862943611198906,5.978885764901122,10.714439990727769,11.59340807587215,9.61587214452889,5.62067670495979,5.117993812416755,1.2212918397831471,5.959322499320083,0.0075566750629722
PRV51063,0.0,5.010635294096256,0.0,10.841755017213652,0.0,5.840700185393705,4.7535901911063645,0.8310169747830661,5.840700185393705,0.0
PRV51064,3.610917912644224,5.5909869805108565,12.54254845357358,11.293786385047255,8.95915450685925,5.709843966763207,5.429345628954441,0.8479269890647648,7.081855564792543,0.1188118811881188
PRV51065,2.3978952727983707,2.9444389791664403,11.225256725762891,7.359467638255621,8.922791623969637,4.479858883910916,3.295836866004329,0.7308875085427923,7.914121735552041,0.3571428571428571
PRV51066,1.0986122886681098,3.1354942159291497,9.852246888342531,8.66406026722579,9.15915233520675,5.576637571331858,3.091042453358316,0.7621400520468967,6.941109458654871,0.0833333333333333
PRV51067,2.5649493574615367,3.8501476017100575,12.694655727828804,9.050288983827956,10.209782819699331,5.2269147616862215,3.912023005428146,0.7810085363512795,8.660182304677374,0.2068965517241379
PRV51068,2.302585092994046,5.53338948872752,11.251573687764475,11.101356767801578,9.054452999786186,5.575708573980996,5.3706380281276624,0.7973387890127897,6.309716237615667,0.0344827586206896
PRV51070,2.3978952727983707,4.499809670330265,11.52288569676448,10.102789129364767,9.220389707829185,5.617751209641139,4.248495242049359,0.8898574748059995,7.145012897995532,0.101010101010101
PRV51071,0.0,3.218875824868201,0.0,9.053803514155955,0.0,5.878435816809977,3.218875824868201,0.6931471805599453,5.878435816809977,0.0
PRV51072,2.5649493574615367,5.303304908059076,11.184435286790633,10.761534575968792,8.699681400989514,5.467427029369761,5.081404364984463,0.8437200390393196,6.33349744013529,0.0566037735849056
PRV51074,1.791759469228055,3.555348061489413,10.34177474101152,9.227295812625597,8.732465848349879,5.70417455464554,3.688879454113936,0.6931471805599453,6.962850311953928,0.1282051282051282
PRV51075,0.0,2.8903717578961645,0.0,9.053803514155955,0.0,6.222459547907828,2.6390573296152584,0.8362480242006186,6.222459547907828,0.0
PRV51076,0.0,3.4011973816621555,0.0,9.23317760587894,0.0,5.868614818101238,3.332204510175204,0.7295148247308202,5.868614818101238,0.0
PRV51077,2.833213344056216,2.8903717578961645,12.201065128819632,8.585038738311304,9.42855178024483,5.754811028120613,3.4339872044851463,0.7419373447293773,8.731243402131966,0.4848484848484848
PRV51078,2.302585092994046,2.70805020110221,11.23850177707664,7.7279755421055585,9.04138245597366,5.094626241160642,3.1780538303479458,0.6931471805599453,8.132719262308777,0.391304347826087
PRV51081,1.9459101490553128,5.272999558563747,11.277215789596893,10.716216150693835,9.485519608704186,5.452630036199743,4.882801922586371,0.9269210521759114,6.431974996958947,0.03
PRV51082,0.0,3.555348061489413,0.0,8.607216694063826,0.0,5.086869854997018,3.4657359027997265,0.7404000654104909,5.086869854997018,0.0
PRV51083,0.0,4.51085950651685,0.0,9.803722464346553,0.0,5.308817601181903,4.406719247264253,0.7472144018302211,5.308817601181903,0.0
PRV51084,3.044522437723423,4.51085950651685,12.160033942617156,10.109729065774982,9.164401140034736,5.613533539193138,4.454347296253507,0.8303483020734304,7.581117104824004,0.1818181818181818
PRV51086,3.4657359027997265,4.691347882229144,12.931205293247745,10.409431279210512,9.49729072517381,5.730520569851233,4.7535901911063645,0.7924021386552865,8.074292883091095,0.2230215827338129
PRV51089,2.9444389791664403,5.351858133476067,12.08391066125752,10.89490430960068,9.19363494340448,5.551666759919312,5.288267030694535,0.7688854401864282,6.921381319639929,0.0789473684210526
PRV51090,0.0,2.079441541679836,0.0,8.670943791222156,0.0,6.726062096148477,2.079441541679836,0.6931471805599453,6.726062096148477,0.0
PRV51091,0.0,3.80666248977032,0.0,9.134646527606982,0.0,5.355084289624061,3.80666248977032,0.6931471805599453,5.355084289624061,0.0
PRV51093,1.0986122886681098,2.079441541679836,9.305741456739437,7.905072849498666,8.612685172875459,5.961373460371035,2.302585092994046,0.6931471805599453,7.329312434989945,0.2222222222222222
PRV51096,0.0,1.791759469228055,0.0,8.071218539969863,0.0,6.46302945692067,1.791759469228055,0.6931471805599453,6.46302945692067,0.0
PRV51097,0.0,4.836281906951478,0.0,10.701467609576827,0.0,5.875941455852443,4.276666119016055,1.0154347821892018,5.875941455852443,0.0
PRV51098,0.0,1.6094379124341005,0.0,5.707110264748875,0.0,4.330733340286331,1.6094379124341005,0.6931471805599453,4.330733340286331,0.0
PRV51100,1.791759469228055,0.0,11.264476926102368,0.0,9.65509029374725,0.0,1.791759469228055,0.6931471805599453,9.65509029374725,1.0
PRV51101,1.3862943611198906,0.0,9.717218213494077,0.0,8.618726392239676,0.0,1.3862943611198906,0.6931471805599453,8.618726392239676,1.0
PRV51102,2.5649493574615367,0.0,11.904974309480185,0.0,9.42014198075244,0.0,2.4849066497880004,0.7375989431307791,9.42014198075244,1.0
PRV51103,0.0,1.9459101490553128,0.0,6.089044875446846,0.0,4.308559482792009,1.6094379124341005,0.9162907318741552,4.308559482792009,0.0
PRV51104,0.0,2.5649493574615367,0.0,7.550135342488429,0.0,5.070998443823346,2.302585092994046,0.8472978603872036,5.070998443823346,0.0
PRV51105,0.0,2.5649493574615367,0.0,8.785845337961213,0.0,6.302618975744905,2.5649493574615367,0.6931471805599453,6.302618975744905,0.0
PRV51108,2.995732273553991,0.0,11.95761769646754,0.0,9.013294094520637,0.0,2.995732273553991,0.6931471805599453,9.013294094520637,1.0
PRV51109,1.3862943611198906,0.0,9.798182590890704,0.0,8.699681400989514,0.0,1.3862943611198906,0.6931471805599453,8.699681400989514,1.0
PRV51110,1.791759469228055,0.0,10.203629181337648,0.0,8.594339400592892,0.0,1.791759469228055,0.6931471805599453,8.594339400592892,1.0
PRV51111,0.0,4.890349128221754,0.0,10.912557992542745,0.0,6.032141076503244,4.454347296253507,0.9372460970501432,6.032141076503244,0.0
PRV51112,0.0,5.720311776607412,0.0,11.56410325268714,0.0,5.849950247883589,5.278114659230517,0.939606537187772,5.849950247883589,0.0
PRV51113,0.0,4.890349128221754,0.0,10.744860753883362,0.0,5.864878675383482,4.3694478524670215,0.9903987040278768,5.864878675383482,0.0
PRV51114,0.0,5.572154032177765,0.0,11.247930743883217,0.0,5.682982403513373,5.081404364984463,0.9698314988021848,5.682982403513373,0.0
PRV51115,0.0,2.079441541679836,0.0,6.888572459565364,0.0,4.948759890378168,1.9459101490553128,0.7731898882334818,4.948759890378168,0.0
PRV51117,0.0,2.5649493574615367,0.0,7.576097340623111,0.0,5.096812990337308,2.3978952727983707,0.7884573603642702,5.096812990337308,0.0
PRV51118,2.833213344056216,0.0,11.820417517632333,0.0,9.04793908261736,0.0,2.833213344056216,0.6931471805599453,9.04793908261736,1.0
PRV51119,4.553876891600541,0.6931471805599453,13.800397935382136,11.46772933451726,9.25719756480301,11.46772933451726,4.406719247264253,0.776034840365713,9.339219512268704,0.9894736842105264
PRV51120,2.079441541679836,0.0,10.859018228147889,0.0,8.913223454833028,0.0,2.079441541679836,0.6931471805599453,8.913223454833028,1.0
PRV51121,1.9459101490553128,0.6931471805599453,11.302216779257382,4.394449154672439,9.510519035757246,4.394449154672439,2.079441541679836,0.6931471805599453,9.357367782268476,0.8571428571428571
PRV51122,0.0,2.079441541679836,0.0,7.02197642307216,0.0,5.081404364984463,2.079441541679836,0.6931471805599453,5.081404364984463,0.0
PRV51123,1.0986122886681098,3.4011973816621555,9.105090961257083,9.793170328225258,8.412054873292933,6.427436562712616,3.367295829986474,0.7453329337305156,6.767417364315167,0.064516129032258
PRV51125,2.5649493574615367,3.610917912644224,11.60824473564232,9.966978650317326,9.123438079945664,6.3851007090178005,3.49650756146648,0.9162907318741552,7.9144806883275,0.25
PRV51126,3.044522437723423,0.0,12.08391066125752,0.0,9.088285725968875,0.0,2.70805020110221,0.8873031950009028,9.088285725968875,1.0
PRV51128,1.791759469228055,3.828641396489095,11.407576060361786,9.410911062438,9.798182590890704,5.6078424669222695,3.6635616461296463,0.8397506547518208,7.623348648371913,0.1
PRV51129,0.0,4.574710978503383,0.0,10.039808799894368,0.0,5.479596713763548,4.189654742026425,0.907017095088826,5.479596713763548,0.0
PRV51130,0.0,2.079441541679836,0.0,8.511376306094673,0.0,6.566672429803241,2.079441541679836,0.6931471805599453,6.566672429803241,0.0
PRV51131,0.0,2.19722457733622,0.0,7.057036981697891,0.0,4.983606621708336,2.19722457733622,0.6931471805599453,4.983606621708336,0.0
PRV51132,0.6931471805599453,2.079441541679836,8.294299608857235,7.193685818395112,8.294299608857235,5.25227342804663,1.9459101490553128,0.8472978603872036,6.503164788284634,0.125
PRV51134,0.0,2.772588722239781,0.0,8.937349848267392,0.0,6.231137400373402,2.5649493574615367,0.8109302162163288,6.231137400373402,0.0
PRV51135,0.0,1.791759469228055,0.0,5.707110264748875,0.0,4.110873864173311,1.0986122886681098,1.252762968495368,4.110873864173311,0.0
PRV51136,0.6931471805599453,0.0,9.90353755128617,0.0,9.90353755128617,0.0,0.6931471805599453,0.6931471805599453,9.90353755128617,1.0
PRV51137,0.6931471805599453,4.007333185232471,8.699681400989514,9.21542741102474,8.699681400989514,5.231702617466053,3.951243718581428,0.7316134613877413,5.679551876532829,0.0181818181818181
PRV51138,0.6931471805599453,3.258096538021482,8.699681400989514,8.91341571815747,8.699681400989514,5.697764402330638,3.091042453358316,0.8056251639866355,6.249083844191247,0.0384615384615384
PRV51139,2.079441541679836,3.610917912644224,10.628641991731053,9.33087517360492,8.682877107057168,5.750453993965348,3.7612001156935615,0.704981638206948,7.109708449818328,0.1627906976744186
PRV51140,3.871201010907891,6.089044875446846,12.635908363171778,11.889517735509276,8.785910391939774,5.805750879971032,5.978885764901122,0.8047067166382458,6.836744385564953,0.0965092402464065
PRV51141,0.0,4.276666119016055,0.0,9.87770809954864,0.0,5.618613189985044,3.6375861597263857,1.0712133144799951,5.618613189985044,0.0
PRV51142,2.079441541679836,3.80666248977032,11.48247656671073,8.932080438103307,9.536628270774896,5.1535543030241815,3.6635616461296463,0.8510502100057541,7.6262739425564305,0.1372549019607843
PRV51143,0.0,4.356708826689592,0.0,9.925787060030896,0.0,5.585690949863495,4.23410650459726,0.7572260372444677,5.585690949863495,0.0
PRV51144,1.6094379124341005,3.295836866004329,10.87806606028079,9.014447135152134,9.491828300264636,5.759386975245363,3.4011973816621555,0.7102416139192453,7.621521746744818,0.1333333333333333
PRV51145,5.087596335232384,3.737669618283368,14.2858897416806,8.657129031713755,9.204585334151828,4.950488200521482,5.087596335232384,0.8129984692803878,8.981333128115953,0.7970297029702971
PRV51146,5.093750200806762,5.25227342804663,14.29682559632627,11.046292149829952,9.209328749347405,5.802277370528046,5.814130531825066,0.7197366347491848,8.471424084255185,0.4602272727272727
PRV51147,0.0,3.49650756146648,0.0,9.089414904047302,0.0,5.62717137228436,3.49650756146648,0.6931471805599453,5.62717137228436,0.0
PRV51148,3.555348061489413,5.6937321388027,12.895214314729593,11.410460752424427,9.368936617800513,5.723364268526136,5.575949103146316,0.8130403668199611,7.30100466388963,0.103030303030303
PRV51149,4.762173934797756,3.49650756146648,13.922570528729874,8.946505025998682,9.1690836565417,5.484796933490655,4.919980925828125,0.736319352425154,8.932365982084374,0.7837837837837838
PRV51151,3.1354942159291497,5.356586274672012,11.863589378812122,10.99038144825004,8.7726948008022,5.642058314920152,5.420534999272286,0.7107687819097648,6.76266996510621,0.0944206008583691
PRV51152,0.0,4.430816798843313,0.0,10.15700510770532,0.0,5.741341319564822,3.688879454113936,1.1404593986036102,5.741341319564822,0.0
PRV51153,1.6094379124341005,4.430816798843313,10.839600519357369,9.927741044336832,9.453364978883542,5.512894207677633,4.430816798843313,0.7169578292536638,6.712620953638771,0.0459770114942528
PRV51154,0.0,5.087596335232384,0.0,10.730968928388284,0.0,5.653055653768482,4.997212273764115,0.7396671961948381,5.653055653768482,0.0
PRV51155,0.0,4.7535901911063645,0.0,10.178502231260229,0.0,5.43789025513683,4.709530201312334,0.7156200364120039,5.43789025513683,0.0
PRV51156,0.0,6.297109319933935,0.0,11.8539658232464,0.0,5.562539115721985,6.054439346269371,0.8221093265288776,5.562539115721985,0.0
PRV51159,4.189654742026425,6.22455842927536,13.36242068134928,11.99615992941506,9.18813408898203,5.776681288256705,6.228511003591184,0.7535392712742977,7.246433215829054,0.1142355008787346
PRV51160,4.51085950651685,3.218875824868201,13.671641342278315,8.703008637464448,9.171934437911364,5.528767493044684,4.709530201312334,0.7111656860626236,8.942499912415409,0.7894736842105263
PRV51164,3.737669618283368,5.860786223465865,13.001327306361068,11.643787046819533,9.287845528830472,5.788911128052556,5.814130531825066,0.7750306618779743,7.262278805421689,0.1048593350383631
PRV51165,3.295836866004329,4.290459441148391,12.631343648903034,10.073272520325904,9.373328806623778,5.799597577470496,4.584967478670572,0.698288580060364,8.121268146137293,0.2653061224489796
PRV51166,0.6931471805599453,1.6094379124341005,9.99884318585288,7.962415680121064,9.99884318585288,6.57716570551908,1.791759469228055,0.6931471805599453,8.512180649592693,0.2
PRV51167,0.0,5.25227342804663,0.0,10.858633546178956,0.0,5.615238823855952,5.209486152841421,0.7148871671963513,5.615238823855952,0.0
PRV51168,2.302585092994046,4.3694478524670215,11.050905878263569,9.768297642474444,8.853808274977197,5.415986435596513,4.465908118654584,0.6989442982442712,6.830812168719732,0.1034482758620689
PRV51169,0.0,4.356708826689592,0.0,9.872048483700748,0.0,5.532156759617692,4.31748811353631,0.7132147436107545,5.532156759617692,0.0
PRV51170,2.19722457733622,2.19722457733622,11.884495917930655,6.710523109452428,9.805102650614726,4.639571612705423,2.833213344056216,0.6931471805599453,9.11764925941902,0.5
PRV51171,0.0,4.0943445622221,0.0,9.533944453604027,0.0,5.46059474145012,4.0943445622221,0.6931471805599453,5.46059474145012,0.0
PRV51173,2.079441541679836,2.772588722239781,11.407576060361786,8.74687531957003,9.461732575010332,6.04104804729681,3.091042453358316,0.7166776779701395,8.384305747256546,0.3181818181818182
PRV51175,0.0,3.737669618283368,0.0,9.174816815907135,0.0,5.465380832030243,3.688879454113936,0.7184649885442351,5.465380832030243,0.0
PRV51176,0.0,6.100318952020064,0.0,11.89123175523562,0.0,5.796194348791743,5.991464547107982,0.7491910777060937,5.796194348791743,0.0
PRV51178,3.555348061489413,3.4657359027997265,12.952762962683588,9.1248914101437,9.42648063387688,5.694166496503089,4.174387269895637,0.7009293210020002,8.800044383161957,0.5230769230769231
PRV51179,0.0,3.295836866004329,0.0,8.517393171418904,0.0,5.264283180082056,3.295836866004329,0.6931471805599453,5.264283180082056,0.0
PRV51180,1.0986122886681098,4.852030263919617,10.757924157061597,10.76301743858852,10.064798252418376,5.921493976231407,4.465908118654584,0.9162907318741552,6.595155504009663,0.0155038759689922
PRV51181,0.0,2.3978952727983707,0.0,7.67368812926773,0.0,5.375278407684165,2.3978952727983707,0.6931471805599453,5.375278407684165,0.0
PRV51183,3.737669618283368,4.290459441148391,12.72724753046704,9.851720461714246,9.013794221203767,5.578785984481516,4.663439094112067,0.7305347126315656,8.0550256820845,0.3628318584070796
PRV51185,0.0,2.19722457733622,0.0,7.372118028337787,0.0,5.297066584646384,2.19722457733622,0.6931471805599453,5.297066584646384,0.0
PRV51186,0.0,1.0986122886681098,0.0,4.61512051684126,0.0,3.9318256327243257,1.0986122886681098,0.6931471805599453,3.9318256327243257,0.0
PRV51189,0.0,4.04305126783455,0.0,9.075779878580487,0.0,5.056700660939502,3.951243718581428,0.7410032017375805,5.056700660939502,0.0
PRV51190,1.3862943611198906,4.158883083359672,10.085850775128716,9.636326803305096,8.987321812850125,5.497233276521067,4.174387269895637,0.7086513670959106,6.391257030604412,0.0454545454545454
PRV51191,0.0,3.49650756146648,0.0,9.3048320350689,0.0,5.841912651643455,3.4339872044851463,0.7259370033829363,5.841912651643455,0.0
PRV51194,1.0986122886681098,2.079441541679836,9.798182590890704,6.293419278846481,9.105090961257083,4.358538653366668,2.302585092994046,0.6931471805599453,7.630946580890459,0.2222222222222222
PRV51196,0.0,6.580639137284949,0.0,12.19126860446016,0.0,5.615659368813881,6.07073772800249,0.9808292530117262,5.615659368813881,0.0
PRV51198,0.0,1.9459101490553128,0.0,5.8888779583328805,0.0,4.110873864173311,1.3862943611198906,1.0986122886681098,4.110873864173311,0.0
PRV51200,0.0,2.995732273553991,0.0,8.394121193826242,0.0,5.453745425667595,2.833213344056216,0.7827593392496325,5.453745425667595,0.0
PRV51201,0.0,3.828641396489095,0.0,9.274347501950476,0.0,5.471803711253464,3.737669618283368,0.7407752295491999,5.471803711253464,0.0
PRV51202,0.0,2.5649493574615367,0.0,8.519390774959724,0.0,6.03667688992953,2.5649493574615367,0.6931471805599453,6.03667688992953,0.0
PRV51203,0.0,3.091042453358316,0.0,9.638284261844774,0.0,6.595064671025723,3.044522437723423,0.7178397931503169,6.595064671025723,0.0
PRV51204,0.0,6.214608098422191,0.0,11.952347456556575,0.0,5.742945378215,5.988961416889864,0.8126038567743585,5.742945378215,0.0
PRV51205,0.0,2.3978952727983707,0.0,8.446985296372741,0.0,6.1463292576688975,2.3978952727983707,0.6931471805599453,6.1463292576688975,0.0
PRV51206,0.0,2.3978952727983707,0.0,7.353081920515432,0.0,5.056245805348308,2.3978952727983707,0.6931471805599453,5.056245805348308,0.0
PRV51207,1.3862943611198906,0.0,10.839600519357369,0.0,9.741027444837728,0.0,1.3862943611198906,0.6931471805599453,9.741027444837728,1.0
PRV51209,0.0,3.7612001156935615,0.0,9.201400530406708,0.0,5.467859196695592,3.6635616461296463,0.7444404749474959,5.467859196695592,0.0
PRV51210,0.0,2.302585092994046,0.0,7.969357742016346,0.0,5.774896551585436,2.302585092994046,0.6931471805599453,5.774896551585436,0.0
PRV51211,0.0,1.0986122886681098,0.0,4.61512051684126,0.0,3.9318256327243257,1.0986122886681098,0.6931471805599453,3.9318256327243257,0.0
PRV51212,0.0,2.772588722239781,0.0,8.74209519574531,0.0,6.036278562897775,2.772588722239781,0.6931471805599453,6.036278562897775,0.0
PRV51213,0.0,1.0986122886681098,0.0,3.9318256327243257,0.0,3.258096538021482,1.0986122886681098,0.6931471805599453,3.258096538021482,0.0
PRV51214,0.0,2.19722457733622,0.0,8.071218539969863,0.0,5.993961427306569,2.19722457733622,0.6931471805599453,5.993961427306569,0.0
PRV51215,0.0,2.3978952727983707,0.0,7.384610383176974,0.0,5.087596335232384,2.3978952727983707,0.6931471805599453,5.087596335232384,0.0
PRV51216,0.0,4.276666119016055,0.0,9.65252306301951,0.0,5.394331523854156,4.204692619390966,0.7303261838016993,5.394331523854156,0.0
PRV51217,0.0,1.791759469228055,0.0,7.983098940710892,0.0,6.375024819828097,1.791759469228055,0.6931471805599453,6.375024819828097,0.0
PRV51218,0.0,2.079441541679836,0.0,6.255750041753367,0.0,4.321290399486049,2.079441541679836,0.6931471805599453,4.321290399486049,0.0
PRV51219,0.0,2.19722457733622,0.0,8.581294116822761,0.0,6.503164788284634,2.19722457733622,0.6931471805599453,6.503164788284634,0.0
PRV51221,0.0,0.6931471805599453,0.0,4.262679877041316,0.0,4.262679877041316,0.6931471805599453,0.6931471805599453,4.262679877041316,0.0
PRV51222,0.0,1.791759469228055,0.0,6.7580945044277305,0.0,5.153291594497779,1.3862943611198906,0.9808292530117262,5.153291594497779,0.0
PRV51224,0.0,2.079441541679836,0.0,8.049107721326406,0.0,6.105112059135365,2.079441541679836,0.6931471805599453,6.105112059135365,0.0
PRV51225,0.0,2.19722457733622,0.0,7.0825485693553,0.0,5.008967236995559,2.19722457733622,0.6931471805599453,5.008967236995559,0.0
PRV51226,0.0,3.044522437723423,0.0,8.91341571815747,0.0,5.920237037819614,2.995732273553991,0.7191226669632059,5.920237037819614,0.0
PRV51228,0.0,1.791759469228055,0.0,6.066108090103747,0.0,4.465908118654584,1.791759469228055,0.6931471805599453,4.465908118654584,0.0
