Provider,TotalClaims,AnomalousClaims,MeanReconstructionError,MedianReconstructionError,P95ReconstructionError,MaxReconstructionError,AverageRiskScore,P95RiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate,AnomalyRateRank,P95ErrorRank,MeanErrorRank,MaxErrorRank,VolumeRank,ProviderRiskScore,RiskLevel,InvestigationRank
PRV52188,33,3,0.08662909173109058,0.0471512544003626,0.3332750084004353,0.5589096036651078,5.211515151515152,20.051999999999992,33.63,No,9.090909090909092,0.9808687615526802,0.989648798521257,0.9493530499075785,0.9088724584103512,0.5170055452865064,94.61,Critical,36
PRV55435,151,6,0.07886546300768092,0.0556116894007736,0.23220298332982445,0.7879583004920577,4.743774834437086,13.969999999999999,47.41,Yes,3.9735099337748347,0.9354898336414048,0.9650646950092422,0.9277264325323475,0.9859519408502773,0.8491682070240296,94.61,Critical,37
PRV56830,7,1,0.1257399158164613,0.073590282416562,0.42886362938365596,0.5644132996325242,7.565714285714285,25.802999999999983,33.96,No,14.285714285714285,0.9908502772643253,0.9964879852125693,0.9878003696857671,0.9131238447319778,0.19695009242144176,94.49,Critical,38
PRV56017,13,1,0.1178026800593222,0.0890284515143128,0.3465749227674772,0.5641769293164248,7.086153846153847,20.85199999999997,33.95,No,7.6923076923076925,0.9756007393715342,0.9909426987060999,0.9850277264325323,0.9125693160813309,0.3012014787430684,94.41,Critical,39
PRV51797,5,1,0.13713471494577256,0.0461943287064218,0.4596399430427289,0.5563783535997159,8.25,27.657999999999994,33.48,No,20.0,0.9950092421441774,0.9972273567467652,0.9907578558225508,0.9073937153419593,0.14972273567467653,94.38,Critical,40
PRV53091,4,1,0.22441671971269628,0.1547648643832138,0.48484219598265854,0.5298356684009911,13.5025,29.172499999999992,31.88,No,25.0,0.9963031423290203,0.9979667282809612,0.9974121996303142,0.8898336414048059,0.12319778188539741,94.29,Critical,41
PRV54818,5,1,0.17406979669843853,0.1169126667952702,0.4317370383143511,0.5061754202420193,10.472,25.979999999999997,30.46,No,20.0,0.9950092421441774,0.9966728280961183,0.9953789279112755,0.8713493530499076,0.14972273567467653,94.11,Critical,42
PRV56126,6,1,0.1576643645018357,0.09993536342351579,0.41339055333397046,0.5043590787261266,9.485000000000001,24.875,30.35,No,16.666666666666664,0.9928835489833642,0.9951940850277264,0.9937153419593345,0.8696857670979667,0.17430683918669132,94.08,Critical,43
PRV57555,42,3,0.08980623263288351,0.0493189650914248,0.27703170408289,0.4766251108330147,5.402619047619048,16.664999999999992,28.68,No,7.142857142857142,0.971996303142329,0.9839186691312385,0.9580406654343808,0.8465804066543438,0.573290203327172,94.08,Critical,44
PRV57414,28,2,0.09745285123531253,0.05968057432431905,0.25239698301008406,0.5149681482831189,5.863214285714285,15.184499999999998,30.99,No,7.142857142857142,0.971996303142329,0.9789279112754159,0.9717190388170055,0.8796672828096118,0.4753234750462107,94.06,Critical,45
PRV54155,51,4,0.0758341748010687,0.0353386041403654,0.3485745311565234,0.5119876329972054,4.562549019607843,20.975,30.81,No,7.8431372549019605,0.9768946395563771,0.9914972273567467,0.9181146025878004,0.8757855822550832,0.6209796672828096,94.01,Critical,46
PRV55658,15,2,0.11714101995348046,0.0732140465987865,0.34263823700749246,0.4578434077693856,7.047333333333333,20.61999999999999,27.55,No,13.333333333333334,0.9897412199630314,0.9902033271719038,0.9848428835489834,0.83271719038817,0.3287430683918669,93.99,Critical,47
PRV53107,15,1,0.1076451175493333,0.05832377067291,0.30527528688054023,0.5291176486975642,6.4766666666666675,18.37199999999998,31.84,No,6.666666666666667,0.9686691312384473,0.988724584103512,0.9809611829944547,0.88909426987061,0.3287430683918669,93.98,Critical,48
PRV54785,8,1,0.09994413936941728,0.0269104868562053,0.3930506591724344,0.5435938006790143,6.013749999999999,23.651999999999987,32.71,No,12.5,0.9880776340110906,0.9944547134935305,0.9743068391866914,0.8975970425138632,0.21829944547134936,93.96,Critical,49
PRV52047,24,2,0.09791134210631904,0.06385931006857165,0.28422479412657137,0.4711877996245371,5.890000000000001,17.101499999999987,28.35,No,8.333333333333332,0.9784658040665435,0.9866913123844732,0.9719038817005545,0.8425138632162662,0.4373382624768946,93.95,Critical,50
PRV52292,25,2,0.09410337505184685,0.0724594945539042,0.3009999651712496,0.4809722827195899,5.6616,18.109999999999975,28.94,Yes,8.0,0.9771719038817006,0.987985212569316,0.9652495378927911,0.8491682070240296,0.4477818853974122,93.92,Critical,51
PRV52813,17,2,0.12246051878553743,0.0813074118043248,0.37501758416176123,0.3942661085994793,7.368235294117647,22.568,23.72,No,11.76470588235294,0.9866913123844732,0.9935304990757856,0.9874306839186692,0.7964879852125694,0.35619223659889093,93.91,Critical,52
PRV57250,23,2,0.08028704242970562,0.0283938259593439,0.3461601809473289,0.572315847348185,4.83,20.83099999999999,34.44,No,8.695652173913043,0.9798521256931608,0.9907578558225508,0.9340110905730129,0.9188539741219963,0.42606284658040666,93.9,Critical,53
PRV56260,59,3,0.08912098906874905,0.0737250174951163,0.2374969806614535,0.5198816432681906,5.360169491525424,14.288999999999985,31.28,No,5.084745762711865,0.9543438077634011,0.9695009242144177,0.9563770794824399,0.8833641404805915,0.6576709796672828,93.9,Critical,54
PRV57097,3,1,0.2037336593734964,0.055597712080625,0.457174858105833,0.5017945409975229,12.256666666666668,27.505,30.19,No,33.33333333333333,0.9970425138632163,0.9970425138632163,0.9966728280961183,0.866913123844732,0.0955637707948244,93.89,Critical,55
PRV52627,5,1,0.15189904646609695,0.0784588005343301,0.4195263470427616,0.4915513954985289,9.139999999999999,25.245999999999995,29.58,No,20.0,0.9950092421441774,0.9959334565619223,0.9927911275415896,0.8571164510166358,0.14972273567467653,93.88,Critical,56
PRV53480,10,1,0.08797064308358596,0.0233214239203132,0.378443056009093,0.5845254626289806,5.291,22.767999999999972,35.17,No,10.0,0.983086876155268,0.9937153419593345,0.9541589648798521,0.9275415896487985,0.25619223659889095,93.82,Critical,57
PRV57092,2,1,0.2810032152778264,0.2810032152778264,0.4783440205800394,0.5002707767247297,16.905,28.7805,30.1,No,50.0,0.9983364140480592,0.9975970425138632,0.9985212569316081,0.8648798521256932,0.06293900184842884,93.8,Critical,58
PRV55501,13,1,0.09730547504225381,0.044297040983461,0.34191118663665815,0.526698042720666,5.852307692307692,20.571999999999974,31.69,No,7.6923076923076925,0.9756007393715342,0.9900184842883549,0.9713493530499075,0.8872458410351202,0.3012014787430684,93.77,Critical,59
PRV56123,40,3,0.10340282907450256,0.0763716541290867,0.26998397710381944,0.3497771252479499,6.221,16.247999999999998,21.05,No,7.5,0.9743068391866914,0.9824399260628466,0.977818853974122,0.7621072088724584,0.561090573012939,93.66,Critical,60
PRV56105,32,2,0.09864704268442123,0.06694518964715165,0.2831933689406836,0.4135927597933913,5.9346875,17.039999999999992,24.89,No,6.25,0.9646025878003697,0.9859519408502773,0.9726432532347504,0.8072088724584103,0.5091497227356747,93.66,Critical,61
PRV56171,15,2,0.10027784656296672,0.0515700296804864,0.3205884295177235,0.4480761133354596,6.031333333333333,19.28799999999999,26.96,No,13.333333333333334,0.9897412199630314,0.9892791127541589,0.9746765249537893,0.8275415896487985,0.3287430683918669,93.65,Critical,62
PRV56694,8,1,0.09346755794482094,0.0297726721790356,0.37139848612576065,0.5369675430006368,5.6225000000000005,22.345499999999987,32.31,No,12.5,0.9880776340110906,0.9931608133086877,0.9641404805914973,0.8935304990757856,0.21829944547134936,93.62,Critical,63
PRV51490,64,2,0.08508327850894336,0.06062546962364405,0.22862683515518784,0.6997147785937469,5.1184375,13.755999999999988,42.1,Yes,3.125,0.9124768946395564,0.9624768946395563,0.9465804066543438,0.9756007393715342,0.6791127541589649,93.56,Critical,64
PRV56304,15,1,0.08669424105748456,0.031596466980508,0.34416404814868157,0.5715203464534376,5.214666666666667,20.71199999999998,34.39,No,6.666666666666667,0.9686691312384473,0.9903881700554529,0.9495378927911275,0.9182994454713493,0.3287430683918669,93.55,Critical,65
PRV53837,13,1,0.08943007906826961,0.0359495701041213,0.31658035424448233,0.5507826493660247,5.3792307692307695,19.045999999999967,33.14,No,7.6923076923076925,0.9756007393715342,0.98909426987061,0.9571164510166359,0.9029574861367837,0.3012014787430684,93.54,Critical,66
PRV53597,6,1,0.142893444269079,0.09168131539272854,0.37882154341602325,0.4404083438262059,8.596666666666666,22.795,26.5,No,16.666666666666664,0.9928835489833642,0.9939001848428836,0.9916820702402958,0.822550831792976,0.17430683918669132,93.5,Critical,67
PRV56610,30,3,0.08984348101677345,0.049279673914846445,0.34603691202013814,0.3682649649406379,5.404333333333333,20.818999999999996,22.16,No,10.0,0.983086876155268,0.9905730129390018,0.9582255083179297,0.7789279112754159,0.4920517560073937,93.49,Critical,68
PRV54936,221,7,0.07849983605998395,0.0531566554439325,0.2058859136928903,1.231252901578833,4.722760180995476,12.39,74.09,Yes,3.167420814479638,0.9138632162661737,0.9391866913123845,0.9269870609981515,0.9981515711645101,0.8960258780036968,93.48,Critical,69
PRV53586,3,1,0.2053937335537059,0.1063950674334471,0.41792100150816985,0.4525349941831391,12.356666666666667,25.147,27.23,No,33.33333333333333,0.9970425138632163,0.9955637707948244,0.9968576709796673,0.8304990757855822,0.0955637707948244,93.47,Critical,70
PRV54337,149,6,0.07447083583657854,0.0497870956879908,0.2075019051539126,0.9349811780880388,4.479597315436242,12.481999999999989,56.26,No,4.026845637583892,0.9384473197781885,0.9421441774491682,0.9138632162661737,0.9929759704251386,0.8468576709796672,93.47,Critical,71
PRV53212,2,1,0.25695416922733394,0.25695416922733394,0.441877089912705,0.4624240810999685,15.46,26.584,27.82,No,50.0,0.9983364140480592,0.9968576709796673,0.9981515711645101,0.8354898336414048,0.06293900184842884,93.46,Critical,72
PRV51145,202,6,0.08115178177460644,0.0582374224056354,0.20509394728767838,1.2102658332957532,4.882079207920792,12.3355,72.83,Yes,2.9702970297029703,0.9051756007393715,0.9382624768946396,0.9367837338262477,0.9979667282809612,0.8846580406654344,93.46,Critical,73
PRV51084,110,5,0.06892465231231351,0.03663838790647985,0.24885340930158742,0.5941873825643972,4.145636363636363,14.972499999999997,35.75,Yes,4.545454545454546,0.9463031423290204,0.977079482439926,0.8846580406654344,0.9364140480591497,0.7901109057301294,93.44,Critical,74
PRV57078,10,2,0.12676067414005954,0.07318035539888555,0.34757100345758424,0.3769854519598151,7.627,20.911499999999997,22.68,No,20.0,0.9950092421441774,0.9913123844731978,0.987985212569316,0.7872458410351202,0.25619223659889095,93.41,Critical,75
PRV55849,176,7,0.0815180555284225,0.06387357873628036,0.23894145295632263,0.4125551376982894,4.903409090909091,14.379999999999999,24.82,Yes,3.977272727272727,0.9356746765249538,0.9702402957486137,0.9380776340110906,0.8064695009242144,0.867097966728281,93.38,Critical,76
PRV56662,9,1,0.0950694061109969,0.0348532846935576,0.36032787152093154,0.4932324384243003,5.7188888888888885,21.679999999999993,29.68,No,11.11111111111111,0.9854898336414049,0.9924214417744917,0.9678373382624769,0.8587800369685767,0.2378003696857671,93.38,Critical,77
PRV53659,5,1,0.11807651292666273,0.026770357601154,0.3808062237363985,0.4542314179662716,7.103999999999999,22.911999999999995,27.33,No,20.0,0.9950092421441774,0.9940850277264325,0.9853974121996303,0.8317929759704251,0.14972273567467653,93.37,Critical,78
PRV52173,119,5,0.08478523756355794,0.0677523274175366,0.24337649465483674,0.3829945767173725,5.1,14.640999999999998,23.04,Yes,4.201680672268908,0.9410351201478743,0.9735674676524954,0.9460258780036969,0.7909426987060998,0.8070240295748614,93.36,Critical,79
PRV52280,41,2,0.09150265962750628,0.0688071592786592,0.2484103433533607,0.4431798370357472,5.504878048780488,14.95,26.67,Yes,4.878048780487805,0.9512939001848428,0.9768946395563771,0.9608133086876155,0.8249537892791128,0.5670055452865065,93.21,Critical,80
PRV53668,16,2,0.10027283735468352,0.060012955417554845,0.30689811853253285,0.3643018279030448,6.0325,18.4625,21.92,Yes,12.5,0.9880776340110906,0.988909426987061,0.9744916820702403,0.7756007393715342,0.34362292051756005,93.15,Critical,81
PRV57563,6,1,0.10788568847983447,0.03438186461564045,0.3553701252623659,0.4277837464665445,6.489999999999999,21.3825,25.74,No,16.666666666666664,0.9928835489833642,0.9922365988909427,0.9811460258780037,0.8153419593345657,0.17430683918669132,93.1,Critical,82
PRV51820,5,1,0.18119222103689459,0.1736071268883781,0.3496543888905633,0.3758532150928032,10.902000000000001,21.041999999999998,22.62,No,20.0,0.9950092421441774,0.9916820702402958,0.9959334565619223,0.7861367837338262,0.14972273567467653,93.08,Critical,83
PRV55812,17,1,0.09579899134456929,0.0618686762337093,0.2315708250362713,0.5785867695253121,5.762352941176471,13.929999999999982,34.81,Yes,5.88235294117647,0.961645101663586,0.9643253234750462,0.9693160813308688,0.922735674676525,0.35619223659889093,93.05,Critical,84
PRV57398,3,2,0.2512217054033851,0.3142487204220897,0.373033203680086,0.3795648129309745,15.116666666666667,22.447,22.84,No,66.66666666666666,0.9990757855822551,0.9933456561922366,0.9977818853974122,0.7890942698706099,0.0955637707948244,93.03,Critical,85
PRV53601,2,1,0.2801019018067615,0.2801019018067615,0.39109265687861433,0.4034249629977091,16.85,23.528,24.27,No,50.0,0.9983364140480592,0.9942698706099815,0.9983364140480592,0.8016635859519409,0.06293900184842884,93.03,Critical,86
PRV55147,6,1,0.12231632527713548,0.08694530964066474,0.33075090058963785,0.4062761983753213,7.358333333333333,19.905,24.45,Yes,16.666666666666664,0.9928835489833642,0.989463955637708,0.9872458410351201,0.8035120147874307,0.17430683918669132,93.02,Critical,87
PRV57487,15,1,0.1023097189945105,0.0785415425661137,0.2577780434029482,0.4564889497618121,6.155333333333333,15.513999999999982,27.47,No,6.666666666666667,0.9686691312384473,0.9802218114602588,0.977449168207024,0.8323475046210721,0.3287430683918669,92.99,Critical,88
PRV55381,45,3,0.07335059790735139,0.0424705610234481,0.2839542032388941,0.4697555647054807,4.412222222222223,17.081999999999972,28.27,No,6.666666666666667,0.9686691312384473,0.9865064695009242,0.9101663585951941,0.8412199630314233,0.5910351201478743,92.96,Critical,89
PRV54901,25,2,0.07302786183876356,0.0327461300621131,0.2547642916342573,0.5649930878127828,4.3919999999999995,15.32599999999997,34.0,No,8.0,0.9771719038817006,0.9794824399260629,0.9088724584103512,0.9138632162661737,0.4477818853974122,92.82,Critical,90
PRV51014,30,2,0.07289210073600243,0.03152467255749435,0.3538810477879274,0.4954853189469136,4.385000000000001,21.290499999999952,29.81,No,6.666666666666667,0.9686691312384473,0.9920517560073937,0.9077634011090573,0.8600739371534196,0.4920517560073937,92.81,Critical,91
PRV54875,20,1,0.09979194097415019,0.08801327867114414,0.26484545937391235,0.4166449181364945,6.0035,15.931000000000006,25.07,Yes,5.0,0.9527726432532347,0.9818853974121996,0.9739371534195933,0.8092421441774492,0.3923290203327172,92.73,Critical,92
PRV57322,33,2,0.07245394501375954,0.0429556623485848,0.2823416091948614,0.516595076838723,4.358787878787879,16.98799999999999,31.08,No,6.0606060606060606,0.9630314232902033,0.9853974121996303,0.9059149722735674,0.8807763401109058,0.5170055452865064,92.72,Critical,93
PRV57081,37,2,0.09928447203078468,0.0776272033283648,0.21812921525747628,0.4504588224001953,5.9724324324324325,13.127999999999968,27.1,No,5.405405405405405,0.9566543438077634,0.956192236598891,0.9733826247689464,0.8286506469500924,0.5420517560073937,92.71,Critical,94
PRV53205,14,1,0.07818678649961143,0.0406207709565814,0.27974530866557534,0.5613529019736404,4.703571428571428,16.83449999999999,33.78,No,7.142857142857142,0.971996303142329,0.9842883548983364,0.9256931608133087,0.911275415896488,0.31395563770794827,92.64,Critical,95
PRV57215,11,1,0.10220186935471315,0.0548483170718977,0.2909454934085393,0.3613953235937739,6.149090909090909,17.509999999999998,21.75,No,9.090909090909092,0.9808687615526802,0.9870609981515711,0.9772643253234751,0.7730129390018484,0.27310536044362294,92.63,Critical,96
PRV54765,239,7,0.08235980866493577,0.0634616191654131,0.19093798506729293,1.1243404346539154,4.954560669456067,11.484999999999996,67.65,Yes,2.928870292887029,0.9024029574861367,0.9138632162661737,0.9404805914972274,0.9963031423290203,0.9064695009242144,92.61,Critical,97
PRV51348,55,3,0.0726744511706249,0.0540489611596928,0.21593493225396154,0.6000476008066408,4.371272727272727,12.98999999999999,36.11,No,5.454545454545454,0.9570240295748613,0.9537892791127541,0.9072088724584103,0.9415896487985213,0.6399260628465804,92.59,Critical,98
PRV56614,26,2,0.08008213981405837,0.0403354340529367,0.24587593521871387,0.4738321581240733,4.818846153846154,14.7975,28.51,No,7.6923076923076925,0.9756007393715342,0.9750462107208873,0.933456561922366,0.8443622920517561,0.4576709796672828,92.58,Critical,99
PRV54894,229,6,0.07360286961833669,0.0495677487823689,0.20638231459248998,0.8152116489314549,4.427292576419214,12.415999999999997,49.05,Yes,2.6200873362445414,0.888724584103512,0.9401109057301293,0.911275415896488,0.987985212569316,0.9004621072088724,92.54,Critical,100
PRV54714,10,1,0.1058261143652977,0.0599740723764079,0.29878898974649915,0.3441796349019324,6.367,17.978499999999993,20.71,No,10.0,0.983086876155268,0.9876155268022181,0.9805914972273567,0.7580406654343808,0.25619223659889095,92.54,Critical,101
PRV51542,113,5,0.08078273485423276,0.0658327422678969,0.21792061566139725,0.4058918215854828,4.859380530973452,13.10999999999997,24.42,Yes,4.424778761061947,0.944731977818854,0.955822550831793,0.9356746765249538,0.8027726432532347,0.7954713493530499,92.52,Critical,102
PRV53746,6,1,0.13493227268680955,0.09352126815881959,0.30445034192010995,0.3309904688567662,8.121666666666668,18.3225,19.92,No,16.666666666666664,0.9928835489833642,0.988539741219963,0.9900184842883549,0.7484288354898336,0.17430683918669132,92.51,Critical,103
PRV56166,8,1,0.0944786869250539,0.04330042999608895,0.3004879031098763,0.3897425253235059,5.685,18.080999999999992,23.45,No,12.5,0.9880776340110906,0.9878003696857671,0.9658040665434381,0.7948243992606284,0.21829944547134936,92.46,Critical,104
PRV51822,1,1,0.3498782283508459,0.3498782283508459,0.3498782283508459,0.3498782283508459,21.05,21.05,21.05,No,100.0,0.999630314232902,0.9918669131238448,0.999630314232902,0.7622920517560073,0.022273567467652494,92.39,Critical,105
PRV54378,79,4,0.06954319899217938,0.0439106413545641,0.25875935732079486,0.4399110622544956,4.1831645569620255,15.57199999999999,26.47,No,5.063291139240507,0.9541589648798521,0.9805914972273567,0.8879852125693161,0.821996303142329,0.7287430683918669,92.37,Critical,106
PRV55005,130,3,0.07471652382336631,0.0537231839761643,0.21604270728087488,0.7030025554146015,4.494230769230769,12.996999999999996,42.3,No,2.307692307692308,0.8711645101663585,0.9539741219963032,0.9149722735674677,0.9765249537892791,0.8220887245841035,92.33,Critical,107
