Provider,Fraud_Label,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,Average_Length_Of_Stay,Same_Day_Discharge_Count,Same_Day_Discharge_Ratio,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Claim_Count,Total_Unique_Beneficiaries,Claims_Per_Beneficiary,Total_Reimbursement,Reimbursement_Per_Claim,Reimbursement_Per_Beneficiary,Total_Deductible,IP_Claim_Share,OP_Claim_Share,Unique_Diagnosis_Codes,Total_Diagnosis_Codes,Unique_Procedure_Codes,Total_Procedure_Codes,Diagnosis_Diversity,Avg_Diagnosis_Codes_Per_Claim,Procedure_Diversity,Avg_Procedure_Codes_Per_Claim,Average_Beneficiary_Age,Male_Count,Female_Count,Total_Beneficiaries,Male_Ratio,Female_Ratio,Average_Chronic_Condition_Count,Pct_Diabetes,Pct_HeartFailure,Pct_KidneyDisease,Pct_Cancer,Pct_Stroke,Unique_Attending_Physicians,Unique_Operating_Physicians,Unique_Other_Physicians,Total_Unique_Physicians,Physician_Diversity
PRV51015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,700.0,87.5,0.0,0.0,8.0,7.0,1.1428571428571428,700.0,87.5,100.0,0.0,0.0,1.0,22.0,25.0,0.0,0.0,2.75,3.125,0.0,0.0,72.3211107851765,0,7,7,0.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,3,1.0,4.0,6,0.75
PRV51016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,170.0,28.333333333333332,0.0,0.0,6.0,6.0,1.0,170.0,28.333333333333332,28.333333333333332,0.0,0.0,1.0,21.0,21.0,0.0,0.0,3.5,3.5,0.0,0.0,70.83276294775268,3,3,6,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,3,1.0,0.0,3,0.5
PRV51017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,420.0,142720.0,277.126213592233,1050.0,2.0388349514563107,515.0,420.0,1.2261904761904763,142720.0,277.126213592233,339.8095238095238,1050.0,0.0,1.0,723.0,1393.0,2.0,2.0,1.4038834951456312,2.704854368932039,0.003883495145631068,0.003883495145631068,72.81789381050162,183,237,420,0.4357142857142857,0.5642857142857143,11.0,1.0,1.0,1.0,1.0,1.0,113,46.0,69.0,121,0.23495145631067962
PRV51021,1,29.0,23.0,269000.0,9275.862068965518,30972.0,1068.0,4.758620689655173,0.0,0.0,228.0,187.0,79830.0,350.13157894736844,520.0,2.280701754385965,257.0,210.0,1.223809523809524,348830.0,1357.3151750972763,1661.095238095238,31492.0,0.11284046692607004,0.8871595330739299,520.0,881.0,18.0,22.0,2.0233463035019454,3.4280155642023344,0.07003891050583658,0.08560311284046693,73.8319512451956,94,114,208,0.4519230769230769,0.5480769230769231,11.0,1.0,1.0,1.0,1.0,1.0,69,30.0,41.0,80,0.311284046692607
PRV51023,0,9.0,9.0,54000.0,6000.0,8544.0,1068.0,3.5555555555555554,1.0,0.1111111111111111,27.0,27.0,11610.0,430.0,80.0,2.962962962962963,36.0,36.0,1.0,65610.0,1822.5,1822.5,8624.0,0.25,0.75,130.0,164.0,5.0,5.0,3.611111111111111,4.555555555555555,0.1388888888888889,0.1388888888888889,72.90255206805516,14,21,35,0.4,0.6,11.0,1.0,1.0,1.0,1.0,1.0,14,8.0,6.0,17,0.4722222222222222
PRV51024,0,9.0,9.0,61000.0,6777.777777777777,9612.0,1068.0,4.333333333333333,0.0,0.0,30.0,29.0,3050.0,101.66666666666667,90.0,3.0,39.0,38.0,1.0263157894736843,64050.0,1642.3076923076924,1685.5263157894738,9702.0,0.23076923076923078,0.7692307692307693,112.0,137.0,7.0,7.0,2.871794871794872,3.5128205128205128,0.1794871794871795,0.1794871794871795,68.33127994524298,17,21,38,0.4473684210526316,0.5526315789473685,11.0,1.0,1.0,1.0,1.0,1.0,13,5.0,8.0,14,0.358974358974359
PRV51025,0,13.0,12.0,86000.0,6615.384615384615,13884.0,1068.0,7.0,0.0,0.0,74.0,66.0,32350.0,437.1621621621622,400.0,5.405405405405405,87.0,78.0,1.1153846153846154,118350.0,1360.344827586207,1517.3076923076924,14284.0,0.14942528735632185,0.8505747126436781,222.0,320.0,11.0,12.0,2.5517241379310347,3.67816091954023,0.12643678160919541,0.13793103448275862,73.81083612522065,36,40,76,0.47368421052631576,0.5263157894736842,11.0,1.0,1.0,1.0,1.0,1.0,35,15.0,20.0,42,0.4827586206896552
PRV51026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,56.0,19840.0,261.05263157894734,340.0,4.473684210526316,76.0,56.0,1.3571428571428572,19840.0,261.05263157894734,354.2857142857143,340.0,0.0,1.0,142.0,183.0,0.0,0.0,1.868421052631579,2.4078947368421053,0.0,0.0,69.54835240050845,26,30,56,0.4642857142857143,0.5357142857142857,11.0,1.0,1.0,1.0,1.0,1.0,29,10.0,18.0,37,0.4868421052631579
PRV51027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,29840.0,563.0188679245283,0.0,0.0,53.0,44.0,1.2045454545454546,29840.0,563.0188679245283,678.1818181818181,0.0,0.0,1.0,106.0,131.0,0.0,0.0,2.0,2.4716981132075473,0.0,0.0,72.30800821355236,21,23,44,0.4772727272727273,0.5227272727272727,11.0,1.0,1.0,1.0,1.0,1.0,10,6.0,5.0,10,0.18867924528301888
PRV51029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,79.0,30660.0,329.6774193548387,160.0,1.7204301075268817,93.0,79.0,1.1772151898734178,30660.0,329.6774193548387,388.1012658227848,160.0,0.0,1.0,202.0,264.0,0.0,0.0,2.172043010752688,2.838709677419355,0.0,0.0,71.4666389415954,34,45,79,0.43037974683544306,0.569620253164557,11.0,1.0,1.0,1.0,1.0,1.0,38,10.0,17.0,45,0.4838709677419355
PRV51030,0,82.0,71.0,705600.0,8604.878048780487,86508.0,1068.0,4.621951219512195,3.0,0.036585365853658534,89.0,78.0,34160.0,383.82022471910113,240.0,2.696629213483146,171.0,149.0,1.1476510067114094,739760.0,4326.081871345029,4964.832214765101,86748.0,0.47953216374269003,0.52046783625731,465.0,881.0,48.0,57.0,2.719298245614035,5.152046783625731,0.2807017543859649,0.3333333333333333,71.86220113762421,60,85,145,0.41379310344827586,0.5862068965517241,11.0,1.0,1.0,1.0,1.0,1.0,46,12.0,23.0,54,0.3157894736842105
PRV51031,0,28.0,26.0,329000.0,11750.0,29904.0,1068.0,5.535714285714286,0.0,0.0,157.0,135.0,30720.0,195.6687898089172,340.0,2.1656050955414012,185.0,161.0,1.1490683229813665,359720.0,1944.4324324324325,2234.285714285714,30244.0,0.15135135135135136,0.8486486486486486,384.0,622.0,23.0,25.0,2.075675675675676,3.362162162162162,0.12432432432432433,0.13513513513513514,73.08711858643194,62,95,157,0.39490445859872614,0.6050955414012739,11.0,1.0,1.0,1.0,1.0,1.0,60,16.0,28.0,70,0.3783783783783784
PRV51032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,5420.0,235.65217391304347,50.0,2.1739130434782608,23.0,21.0,1.0952380952380953,5420.0,235.65217391304347,258.0952380952381,50.0,0.0,1.0,47.0,54.0,0.0,0.0,2.0434782608695654,2.347826086956522,0.0,0.0,71.06652325543496,8,13,21,0.38095238095238093,0.6190476190476191,11.0,1.0,1.0,1.0,1.0,1.0,10,4.0,8.0,13,0.5652173913043478
PRV51035,0,1.0,1.0,29000.0,29000.0,1068.0,1068.0,14.0,0.0,0.0,29.0,24.0,3560.0,122.75862068965517,360.0,12.413793103448276,30.0,25.0,1.2,32560.0,1085.3333333333333,1302.4,1428.0,0.03333333333333333,0.9666666666666667,59.0,72.0,1.0,1.0,1.9666666666666666,2.4,0.03333333333333333,0.03333333333333333,75.25639972621492,9,16,25,0.36,0.64,11.0,1.0,1.0,1.0,1.0,1.0,18,7.0,8.0,22,0.7333333333333333
PRV51036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,131.0,74880.0,269.3525179856115,1410.0,5.071942446043166,278.0,131.0,2.122137404580153,74880.0,269.3525179856115,571.6030534351145,1410.0,0.0,1.0,463.0,727.0,0.0,0.0,1.6654676258992807,2.615107913669065,0.0,0.0,72.19735515254114,57,74,131,0.4351145038167939,0.5648854961832062,11.0,1.0,1.0,1.0,1.0,1.0,5,3.0,4.0,5,0.017985611510791366
PRV51037,1,23.0,21.0,214000.0,9304.347826086956,24564.0,1068.0,4.565217391304348,0.0,0.0,431.0,202.0,128230.0,297.51740139211137,960.0,2.2273781902552203,454.0,223.0,2.0358744394618835,342230.0,753.8105726872246,1534.6636771300448,25524.0,0.05066079295154185,0.9493392070484582,690.0,1356.0,12.0,13.0,1.5198237885462555,2.986784140969163,0.02643171806167401,0.028634361233480177,72.0650571825389,93,113,206,0.45145631067961167,0.5485436893203883,11.0,1.0,1.0,1.0,1.0,1.0,3,3.0,1.0,4,0.00881057268722467
PRV51038,0,30.0,26.0,229600.0,7653.333333333333,30972.0,1068.0,4.033333333333333,0.0,0.0,111.0,83.0,35890.0,323.3333333333333,220.0,1.981981981981982,141.0,109.0,1.2935779816513762,265490.0,1882.9078014184397,2435.6880733944954,31192.0,0.2127659574468085,0.7872340425531915,323.0,468.0,14.0,15.0,2.2907801418439715,3.3191489361702127,0.09929078014184398,0.10638297872340426,71.49551900823275,40,67,107,0.37383177570093457,0.6261682242990654,11.0,1.0,1.0,1.0,1.0,1.0,44,16.0,22.0,54,0.3829787234042553
PRV51040,0,9.0,8.0,63000.0,7000.0,8544.0,1068.0,10.555555555555555,0.0,0.0,77.0,62.0,11470.0,148.96103896103895,240.0,3.116883116883117,86.0,70.0,1.2285714285714286,74470.0,865.9302325581396,1063.857142857143,8784.0,0.10465116279069768,0.8953488372093024,206.0,297.0,7.0,7.0,2.395348837209302,3.453488372093023,0.08139534883720931,0.08139534883720931,71.60801118947714,33,36,69,0.4782608695652174,0.5217391304347826,11.0,1.0,1.0,1.0,1.0,1.0,15,8.0,11.0,17,0.19767441860465115
PRV51041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,7410.0,217.94117647058823,270.0,7.9411764705882355,34.0,31.0,1.096774193548387,7410.0,217.94117647058823,239.03225806451613,270.0,0.0,1.0,76.0,86.0,0.0,0.0,2.235294117647059,2.5294117647058822,0.0,0.0,70.480581130909,14,17,31,0.45161290322580644,0.5483870967741935,11.0,1.0,1.0,1.0,1.0,1.0,9,4.0,5.0,11,0.3235294117647059
PRV51042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,128.0,48050.0,338.38028169014086,310.0,2.183098591549296,142.0,128.0,1.109375,48050.0,338.38028169014086,375.390625,310.0,0.0,1.0,258.0,353.0,0.0,0.0,1.8169014084507042,2.4859154929577465,0.0,0.0,73.59469113620808,59,69,128,0.4609375,0.5390625,11.0,1.0,1.0,1.0,1.0,1.0,52,27.0,27.0,73,0.5140845070422535
PRV51043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,4480.0,194.7826086956522,0.0,0.0,23.0,20.0,1.15,4480.0,194.7826086956522,224.0,0.0,0.0,1.0,42.0,44.0,0.0,0.0,1.826086956521739,1.9130434782608696,0.0,0.0,73.31581108829569,9,11,20,0.45,0.55,11.0,1.0,1.0,1.0,1.0,1.0,6,2.0,4.0,7,0.30434782608695654
PRV51044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,21330.0,361.52542372881356,130.0,2.2033898305084745,59.0,39.0,1.5128205128205128,21330.0,361.52542372881356,546.9230769230769,130.0,0.0,1.0,118.0,141.0,0.0,0.0,2.0,2.389830508474576,0.0,0.0,70.3709787816564,20,19,39,0.5128205128205128,0.48717948717948717,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.01694915254237288
PRV51045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,8390.0,270.64516129032256,40.0,1.2903225806451613,31.0,29.0,1.0689655172413792,8390.0,270.64516129032256,289.3103448275862,40.0,0.0,1.0,71.0,82.0,0.0,0.0,2.2903225806451615,2.6451612903225805,0.0,0.0,71.99121999575162,11,18,29,0.3793103448275862,0.6206896551724138,11.0,1.0,1.0,1.0,1.0,1.0,16,4.0,8.0,16,0.5161290322580645
PRV51046,0,8.0,7.0,101000.0,12625.0,8544.0,1068.0,4.5,0.0,0.0,30.0,19.0,8370.0,279.0,100.0,3.3333333333333335,38.0,26.0,1.4615384615384615,109370.0,2878.157894736842,4206.538461538462,8644.0,0.21052631578947367,0.7894736842105263,111.0,132.0,5.0,5.0,2.9210526315789473,3.473684210526316,0.13157894736842105,0.13157894736842105,71.5733164850208,9,17,26,0.34615384615384615,0.6538461538461539,11.0,1.0,1.0,1.0,1.0,1.0,6,2.0,4.0,6,0.15789473684210525
PRV51047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2530.0,230.0,0.0,0.0,11.0,11.0,1.0,2530.0,230.0,230.0,0.0,0.0,1.0,22.0,22.0,0.0,0.0,2.0,2.0,0.0,0.0,71.08281998631074,6,5,11,0.5454545454545454,0.45454545454545453,11.0,1.0,1.0,1.0,1.0,1.0,10,1.0,5.0,12,1.0909090909090908
PRV51048,0,4.0,4.0,19000.0,4750.0,4272.0,1068.0,4.75,0.0,0.0,34.0,30.0,8700.0,255.88235294117646,80.0,2.3529411764705883,38.0,34.0,1.1176470588235294,27700.0,728.9473684210526,814.7058823529412,4352.0,0.10526315789473684,0.8947368421052632,97.0,112.0,3.0,3.0,2.5526315789473686,2.9473684210526314,0.07894736842105263,0.07894736842105263,71.77458361852612,13,20,33,0.3939393939393939,0.6060606060606061,11.0,1.0,1.0,1.0,1.0,1.0,15,7.0,8.0,17,0.4473684210526316
PRV51049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,65.0,21720.0,305.9154929577465,190.0,2.676056338028169,71.0,65.0,1.0923076923076922,21720.0,305.9154929577465,334.15384615384613,190.0,0.0,1.0,147.0,183.0,0.0,0.0,2.0704225352112675,2.5774647887323945,0.0,0.0,70.60837150529142,29,36,65,0.4461538461538462,0.5538461538461539,11.0,1.0,1.0,1.0,1.0,1.0,35,11.0,21.0,44,0.6197183098591549
PRV51052,1,2.0,2.0,14000.0,7000.0,2136.0,1068.0,9.0,0.0,0.0,44.0,36.0,16800.0,381.8181818181818,210.0,4.7727272727272725,46.0,38.0,1.2105263157894737,30800.0,669.5652173913044,810.5263157894736,2346.0,0.043478260869565216,0.9565217391304348,116.0,151.0,1.0,1.0,2.5217391304347827,3.282608695652174,0.021739130434782608,0.021739130434782608,70.85232254842111,17,20,37,0.4594594594594595,0.5405405405405406,11.0,1.0,1.0,1.0,1.0,1.0,17,5.0,6.0,17,0.3695652173913043
PRV51053,0,1.0,1.0,8000.0,8000.0,1068.0,1068.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8000.0,8000.0,8000.0,1068.0,1.0,0.0,9.0,9.0,1.0,1.0,9.0,9.0,1.0,1.0,68.66803559206024,1,0,1,1.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2,2.0
PRV51054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,15130.0,265.43859649122805,140.0,2.456140350877193,57.0,40.0,1.425,15130.0,265.43859649122805,378.25,140.0,0.0,1.0,124.0,142.0,0.0,0.0,2.175438596491228,2.491228070175439,0.0,0.0,70.99137577002054,16,24,40,0.4,0.6,11.0,1.0,1.0,1.0,1.0,1.0,3,2.0,2.0,3,0.05263157894736842
PRV51055,0,2.0,2.0,16700.0,8350.0,2136.0,1068.0,5.5,0.0,0.0,20.0,20.0,4940.0,247.0,70.0,3.5,22.0,22.0,1.0,21640.0,983.6363636363636,983.6363636363636,2206.0,0.09090909090909091,0.9090909090909091,72.0,80.0,2.0,2.0,3.272727272727273,3.6363636363636362,0.09090909090909091,0.09090909090909091,69.33271109451807,10,12,22,0.45454545454545453,0.5454545454545454,11.0,1.0,1.0,1.0,1.0,1.0,6,3.0,3.0,7,0.3181818181818182
PRV51056,0,2.0,2.0,8000.0,4000.0,2136.0,1068.0,3.0,0.0,0.0,20.0,19.0,6700.0,335.0,10.0,0.5,22.0,21.0,1.0476190476190477,14700.0,668.1818181818181,700.0,2146.0,0.09090909090909091,0.9090909090909091,61.0,62.0,2.0,2.0,2.772727272727273,2.8181818181818183,0.09090909090909091,0.09090909090909091,77.13086274893256,9,12,21,0.42857142857142855,0.5714285714285714,11.0,1.0,1.0,1.0,1.0,1.0,5,3.0,4.0,7,0.3181818181818182
PRV51057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6830.0,1366.0,0.0,0.0,5.0,4.0,1.25,6830.0,1366.0,1707.5,0.0,0.0,1.0,20.0,20.0,0.0,0.0,4.0,4.0,0.0,0.0,79.0403832991102,2,2,4,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.2
PRV51058,0,5.0,5.0,91000.0,18200.0,5340.0,1068.0,7.4,0.0,0.0,78.0,71.0,16030.0,205.51282051282053,200.0,2.5641025641025643,83.0,76.0,1.0921052631578947,107030.0,1289.5180722891566,1408.2894736842106,5540.0,0.060240963855421686,0.9397590361445783,200.0,274.0,5.0,5.0,2.4096385542168677,3.3012048192771086,0.060240963855421686,0.060240963855421686,73.68469085101528,35,40,75,0.4666666666666667,0.5333333333333333,11.0,1.0,1.0,1.0,1.0,1.0,31,11.0,17.0,38,0.4578313253012048
PRV51059,1,25.0,23.0,401000.0,16040.0,26700.0,1068.0,6.88,0.0,0.0,71.0,60.0,20060.0,282.53521126760563,240.0,3.380281690140845,96.0,83.0,1.1566265060240963,421060.0,4386.041666666667,5073.012048192771,26940.0,0.2604166666666667,0.7395833333333334,266.0,392.0,22.0,24.0,2.7708333333333335,4.083333333333333,0.22916666666666666,0.25,73.95889884976879,24,58,82,0.2926829268292683,0.7073170731707317,11.0,1.0,1.0,1.0,1.0,1.0,30,15.0,17.0,41,0.4270833333333333
PRV51060,0,5.0,5.0,35000.0,7000.0,5340.0,1068.0,4.8,1.0,0.2,37.0,37.0,8710.0,235.40540540540542,0.0,0.0,42.0,42.0,1.0,43710.0,1040.7142857142858,1040.7142857142858,5340.0,0.11904761904761904,0.8809523809523809,116.0,143.0,0.0,0.0,2.761904761904762,3.4047619047619047,0.0,0.0,71.97542452983932,22,20,42,0.5238095238095238,0.47619047619047616,11.0,1.0,1.0,1.0,1.0,1.0,28,5.0,8.0,32,0.7619047619047619
PRV51061,0,1.0,1.0,3000.0,3000.0,1068.0,1068.0,8.0,0.0,0.0,144.0,66.0,51940.0,360.69444444444446,260.0,1.8055555555555556,145.0,67.0,2.1641791044776117,54940.0,378.8965517241379,820.0,1328.0,0.006896551724137931,0.993103448275862,260.0,370.0,2.0,2.0,1.793103448275862,2.5517241379310347,0.013793103448275862,0.013793103448275862,74.84871331228867,24,43,67,0.3582089552238806,0.6417910447761194,11.0,1.0,1.0,1.0,1.0,1.0,6,4.0,5.0,6,0.041379310344827586
PRV51062,0,3.0,3.0,45000.0,15000.0,3204.0,1068.0,4.333333333333333,0.0,0.0,394.0,164.0,108380.0,275.0761421319797,740.0,1.8781725888324874,397.0,167.0,2.377245508982036,153380.0,386.3476070528967,918.443113772455,3944.0,0.007556675062972292,0.9924433249370277,634.0,1090.0,5.0,5.0,1.5969773299748111,2.7455919395465993,0.012594458438287154,0.012594458438287154,72.31153773203697,65,101,166,0.39156626506024095,0.608433734939759,11.0,1.0,1.0,1.0,1.0,1.0,6,4.0,1.0,7,0.017632241813602016
PRV51063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,115.0,51110.0,343.02013422818794,160.0,1.0738255033557047,149.0,115.0,1.2956521739130435,51110.0,343.02013422818794,444.4347826086956,160.0,0.0,1.0,286.0,374.0,0.0,0.0,1.919463087248322,2.51006711409396,0.0,0.0,69.73086926762491,49,66,115,0.4260869565217391,0.5739130434782609,11.0,1.0,1.0,1.0,1.0,1.0,3,3.0,0.0,4,0.026845637583892617
PRV51064,1,36.0,34.0,280000.0,7777.777777777777,38448.0,1068.0,5.305555555555555,2.0,0.05555555555555555,267.0,198.0,80320.0,300.8239700374532,500.0,1.8726591760299625,303.0,232.0,1.3060344827586208,360320.0,1189.1749174917493,1553.103448275862,38948.0,0.1188118811881188,0.8811881188118812,573.0,1024.0,20.0,26.0,1.891089108910891,3.3795379537953796,0.066006600660066,0.0858085808580858,73.25070330803536,102,125,227,0.44933920704845814,0.5506607929515418,11.0,1.0,1.0,1.0,1.0,1.0,111,46.0,65.0,129,0.42574257425742573
