Provider,total_claims,inpatient_claims,outpatient_claims,inpatient_ratio,total_beneficiaries,claims_per_beneficiary,total_reimbursement,mean_reimbursement,max_reimbursement,total_deductible,mean_deductible,reimbursement_per_beneficiary,unique_attending,unique_operating,unique_other,mean_diagnosis_count,mean_procedure_count,unique_diagnosis_codes,unique_procedure_codes,mean_patient_age,mean_patient_chronic_conds,patient_death_rate,renal_disease_rate,unique_states,unique_counties,primary_state,mean_claim_duration,mean_admission_duration,PotentialFraud,provider_type,peer_group,peer_median_reimbursement,peer_median_claims,peer_median_beneficiaries,reimbursement_ratio,claims_ratio,beneficiary_ratio,reimbursement_ratio_score,claims_ratio_score,beneficiary_ratio_score,robust_z_total_reimbursement,robust_z_total_claims,robust_z_claims_per_beneficiary,robust_z_reimbursement_score,robust_z_claims_score,robust_z_cpb_score,reimbursement_percentile,claims_percentile,beneficiary_percentile,ml_score,statistical_score,peer_score,risk_score,risk_level
PRV51015,8,0,8,0.0,7,1.1428571428571428,700,87.5,200,0.0,0.0,100.0,3,1,4,3.125,0.0,22,0,71.625,6.375,0.0,0.375,1,3,1,0.375,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.024330900243309004,0.14545454545454545,0.1590909090909091,0.0,0.0,0.0,-0.6841595943615796,-0.5966649026139111,0.30092972478575863,0.0,0.0,6.018594495715172,9.630314232902034,21.829944547134936,21.524953789279113,4.236635285514051,2.006198165238391,0.0,2.296513563777138,Low
PRV51016,6,0,6,0.0,6,1.0,170,28.33333333333333,90,0.0,0.0,28.33333333333333,3,1,0,3.5,0.0,21,0,70.5,5.5,0.0,0.1666666666666666,1,3,1,0.3333333333333333,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.005908932916232186,0.10909090909090909,0.13636363636363635,0.0,0.0,0.0,-0.7031391591358082,-0.6485488071890338,-0.6744907594765953,0.0,0.0,0.0,4.186691312384474,17.430683918669132,18.909426987061,4.23979194163242,0.0,0.0,1.6959167766529681,Low
PRV51017,515,0,515,0.0,420,1.2261904761904765,142720,277.126213592233,3300,1050.0,2.0388349514563107,339.8095238095238,113,46,69,2.704854368932039,0.003883495145631,723,2,72.14368932038835,4.36504854368932,0.0097087378640776,0.1650485436893204,10,61,25,1.3572815533980582,0.0,0,Outpatient-heavy,Outpatient-heavy_25,10460.0,43.0,25.0,13.64435946462715,11.976744186046512,16.8,100.0,100.0,100.0,4.401647555140202,12.555904907179697,0.8699250072721345,88.03295110280403,100.0,17.398500145442693,83.3826247689464,96.20147874306839,97.56007393715342,26.949719797358547,68.47715041608224,100.0,61.32303304376809,High
PRV51021,257,29,228,0.11284046692607,208,1.2355769230769231,348830,1357.3151750972763,57000,31492.0,122.53696498054477,1677.0673076923076,69,30,41,3.4280155642023344,0.0856031128404669,520,18,72.58365758754864,4.715953307392996,0.0038910505836575,0.2217898832684824,4,34,1,2.0,4.758620689655173,1,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,12.124782759819256,4.672727272727273,4.7272727272727275,100.0,100.0,100.0,11.782549622340682,5.862881216988867,0.934015135244499,100.0,100.0,18.68030270488998,93.01293900184842,91.41404805914972,92.98521256931608,33.0350951085685,72.89343423496332,100.0,65.0820683139164,High
PRV51023,36,9,27,0.25,35,1.0285714285714285,65610,1822.5,13000,8624.0,246.4,1874.571428571429,14,8,6,4.555555555555555,0.1388888888888889,130,5,72.75,4.361111111111111,0.0,0.2777777777777778,1,7,1,3.6666666666666665,3.555555555555556,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,0.571964083340598,1.0909090909090908,1.3461538461538463,0.0,3.0303030303030276,11.538461538461542,1.6402999329878123,0.12970976143780677,-0.47940666262412507,32.80599865975625,2.5941952287561354,0.0,70.68391866913124,53.650646950092415,59.35304990757856,5.214274863344133,11.800064629504128,4.856254856254856,7.082605791065348,Low
PRV51024,39,9,30,0.2307692307692307,38,1.0263157894736843,64050,1642.3076923076924,13000,9702.0,248.7692307692308,1685.5263157894738,13,5,8,3.5128205128205128,0.1794871794871795,112,7,68.02564102564102,4.717948717948718,0.0,0.3076923076923077,2,10,1,1.641025641025641,4.333333333333333,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,0.5583645715282015,1.1818181818181819,1.4615384615384615,0.0,6.060606060606063,15.384615384615383,1.5844355536523471,0.20753561830049083,-0.49480803869142415,31.688711073046942,4.150712366009817,0.0,70.36044362292053,55.526802218114604,61.47874306839187,5.69214257623421,11.946474479685586,7.1484071484071485,8.005321518921503,Low
PRV51025,87,13,74,0.1494252873563218,76,1.144736842105263,118350,1360.344827586207,17000,14284.0,164.183908045977,1557.2368421052631,35,15,20,3.67816091954023,0.1379310344827586,222,11,73.51724137931035,4.436781609195402,0.0,0.2183908045977011,2,13,1,2.1724137931034484,7.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,4.113660062565172,1.5818181818181818,1.7272727272727273,100.0,19.393939393939394,24.242424242424242,3.528945680521427,1.4527493281034358,0.313764204841842,70.57891361042854,29.05498656206872,6.275284096836839,80.49907578558225,74.87985212569316,78.45656192236599,8.760193217087421,35.303061423111366,47.878787878787875,28.45863207740474,Low
PRV51026,76,0,76,0.0,56,1.3571428571428572,19840,261.05263157894734,3300,340.0,4.473684210526316,354.2857142857143,29,10,18,2.4078947368421053,0.0,142,0,69.5657894736842,4.078947368421052,0.0131578947368421,0.1578947368421052,3,9,1,1.0921052631578947,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.6896072297532152,1.3818181818181818,1.2727272727272727,0.0,12.727272727272728,9.09090909090909,0.0012533674850905671,1.167387852940261,1.764060451179291,0.025067349701811344,23.34775705880522,35.28120902358582,50.04621072088724,71.97781885397411,71.69131238447319,5.044776934393811,19.55134447736428,7.272727272727273,10.065132298784992,Low
PRV51027,53,0,53,0.0,44,1.2045454545454546,29840,563.0188679245283,3300,0.0,0.0,678.1818181818181,10,6,5,2.4716981132075477,0.0,106,0,73.0,4.830188679245283,0.0188679245283018,0.3018867924528302,2,5,1,2.1320754716981134,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,1.0371915189433438,0.9636363636363636,1.0,1.239717298111461,0.0,0.0,0.3593583632252526,0.5707229503263498,0.7221340248081396,7.187167264505052,11.414459006526997,14.44268049616279,57.58780036968577,63.049907578558226,65.35120147874306,4.411343721576724,11.01476892239828,0.41323909937048703,5.192939895161319,Low
PRV51029,93,0,93,0.0,79,1.1772151898734178,30660,329.6774193548387,3300,160.0,1.7204301075268815,388.1012658227848,38,10,17,2.838709677419355,0.0,202,0,70.91397849462365,3.913978494623656,0.010752688172043,0.1397849462365591,6,17,1,0.6989247311827957,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,1.0656934306569343,1.690909090909091,1.7954545454545454,2.1897810218978115,23.03030303030303,26.515151515151516,0.3887229728759459,1.608401041828804,0.5355245247982244,7.774459457518919,32.168020836576076,10.710490495964489,57.83733826247689,76.21996303142329,79.24214417744918,4.664369956697846,16.884323596686496,17.245078522450786,12.104568618420323,Low
PRV51030,171,82,89,0.47953216374269,145,1.179310344827586,739760,4326.081871345029,57000,86748.0,510.2823529411765,5101.793103448276,46,12,23,5.152046783625731,0.3333333333333333,465,48,71.85380116959064,4.789473684210527,0.0116959064327485,0.2748538011695906,2,14,1,3.198830409356725,4.621951219512195,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,6.448958242524627,5.181818181818182,5.576923076923077,100.0,100.0,100.0,25.781948220810836,3.63187332025859,0.5498301242182198,100.0,72.6374664051718,10.996602484364395,97.22735674676525,86.37707948243992,89.3438077634011,27.840319335113833,61.211356296512065,100.0,59.49953462299915,Medium
PRV51031,185,28,157,0.1513513513513513,157,1.178343949044586,359720,1944.4324324324325,68000,30244.0,163.48108108108107,2291.2101910828023,60,16,28,3.362162162162162,0.1351351351351351,384,23,72.63783783783784,4.956756756756757,0.0054054054054054,0.2108108108108108,4,29,1,2.0,5.535714285714286,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,12.503302050747306,3.3636363636363638,3.5681818181818183,100.0,78.7878787878788,85.60606060606061,12.17252596270172,3.9950606522844487,0.5432316285197194,100.0,79.90121304568898,10.864632570394388,93.19778188539742,87.34750462107209,90.25878003696857,21.304505337152424,63.588615205361116,88.13131313131315,54.03778063586325,Medium
PRV51032,23,0,23,0.0,21,1.0952380952380951,5420,235.65217391304347,2900,50.0,2.1739130434782608,258.0952380952381,10,4,8,2.347826086956522,0.0,47,0,69.43478260869566,4.434782608695652,0.0434782608695652,0.1304347826086956,3,5,11,0.9130434782608696,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.17277653809372012,0.3194444444444444,0.42857142857142855,0.0,0.0,0.0,-0.5151340363722231,-0.20753561830049083,-0.024210436635026505,0.0,0.0,0.0,28.142329020332717,42.606284658040664,45.23105360443623,3.4262314377777914,0.0,0.0,1.3704925751111166,Low
PRV51035,30,1,29,0.0333333333333333,25,1.2,32560,1085.3333333333333,29000,1428.0,47.6,1302.4,18,7,8,2.4,0.0333333333333333,59,1,73.76666666666667,4.933333333333334,0.0,0.2666666666666666,2,8,1,2.2666666666666666,14.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,1.1317344456030587,0.5454545454545454,0.5681818181818182,4.391148186768623,0.0,0.0,0.4567629220665767,-0.025941952287561354,0.6910979184907005,9.135258441331533,0.0,13.821958369814007,58.83548983364141,49.20517560073937,50.157116451016634,6.506950502838341,7.652405603715181,1.4637160622562078,5.337616700926753,Low
PRV51036,278,0,278,0.0,131,2.122137404580153,74880,269.3525179856115,4400,1410.0,5.071942446043166,571.6030534351145,5,3,4,2.615107913669065,0.0,463,0,72.65827338129496,4.399280575539568,0.0,0.158273381294964,1,7,1,1.0503597122302155,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,2.602711157455683,5.054545454545455,2.977272727272727,53.423705248522765,100.0,65.9090909090909,1.9722632640389426,6.4076622150276545,6.987399914614723,39.445265280778855,100.0,100.0,73.03142329020332,92.2181146025878,87.91127541589648,5.195534513811552,79.8150884269263,73.11093205253789,47.95601994936388,Medium
PRV51037,454,23,431,0.0506607929515418,206,2.203883495145631,342230,753.8105726872246,23000,25524.0,56.22026431718061,1661.3106796116506,3,3,1,2.986784140969163,0.0286343612334801,690,12,71.89867841409692,4.656387665198238,0.0220264317180616,0.145374449339207,1,7,1,1.5330396475770924,4.565217391304348,1,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,11.895377128953772,8.254545454545454,4.681818181818182,100.0,100.0,100.0,11.546200325152176,10.973445817638453,7.545557593336254,100.0,100.0,100.0,92.80961182994454,95.38817005545287,92.88354898336414,31.916870246198012,100.0,100.0,72.76674809847921,High
PRV51038,141,30,111,0.2127659574468085,107,1.3177570093457944,265490,1882.90780141844,17000,31192.0,222.8,2481.214953271028,44,16,22,3.3191489361702127,0.1063829787234042,323,14,71.56028368794327,4.843971631205674,0.0070921985815602,0.226950354609929,3,15,1,1.7801418439716312,4.033333333333333,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,2.3144451224827827,4.2727272727272725,4.115384615384615,43.81483741609276,100.0,100.0,8.798102587842171,2.853614751631749,1.4951361120602304,100.0,57.072295032634976,29.90272224120461,90.81330868761552,83.66913123844732,84.67652495378928,15.159283480309572,62.32500575794652,81.27161247203092,49.14269886111706,Medium
PRV51040,86,9,77,0.1046511627906976,69,1.2463768115942029,74470,865.9302325581396,21000,8784.0,103.34117647058824,1079.2753623188405,15,8,11,3.453488372093023,0.0813953488372093,206,7,71.17441860465117,4.372093023255814,0.0116279069767441,0.1511627906976744,2,10,1,1.662790697674419,10.555555555555555,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,2.588460201598888,1.5636363636363637,1.5681818181818181,52.94867338662959,18.78787878787879,18.939393939393938,1.957580959213596,1.4268073758158746,1.0077561626570302,39.151619184271915,28.536147516317488,20.1551232531406,72.92051756007393,74.60258780036969,76.32162661737523,7.266190672024772,29.280963317910004,30.22531537130077,20.75835987557314,Low
PRV51041,34,0,34,0.0,31,1.096774193548387,7410,217.94117647058823,3200,270.0,7.9411764705882355,239.03225806451613,9,4,5,2.5294117647058822,0.0,76,0,70.41176470588235,4.088235294117647,0.0,0.088235294117647,1,6,1,2.3529411764705883,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.2575599582898853,0.6181818181818182,0.7045454545454546,0.0,0.0,0.0,-0.44387114221993085,0.07782585686268406,-0.013722044331130015,0.0,1.5565171372536812,0.0,33.59519408502772,52.40295748613678,56.17375231053604,2.639296725556314,0.5188390457512271,0.0,1.2113704039478939,Low
PRV51042,142,0,142,0.0,128,1.109375,48050,338.38028169014086,3300,310.0,2.183098591549296,375.390625,52,27,27,2.4859154929577465,0.0,258,0,72.59859154929578,4.070422535211268,0.0,0.1549295774647887,9,28,1,1.232394366197183,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,1.670142509558568,2.581818181818182,2.909090909090909,22.338083651952267,52.727272727272734,63.63636363636363,1.0114675604680878,2.8795567039193104,0.07231554878676977,20.229351209361756,57.591134078386204,1.4463109757353954,65.452865064695,83.82624768946395,87.57855822550832,6.591318385493063,26.422265421161118,46.233906671862876,24.433378982104422,Low
PRV51043,23,0,23,0.0,20,1.15,4480,194.7826086956522,1100,0.0,0.0,224.0,6,2,4,1.9130434782608696,0.0,42,0,74.17391304347827,4.260869565217392,0.0,0.0434782608695652,2,4,1,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.15571776155717762,0.41818181818181815,0.45454545454545453,0.0,0.0,0.0,-0.5487959059717984,-0.20753561830049083,0.34970074899887615,0.0,0.0,6.994014979977522,25.13863216266174,42.606284658040664,43.97412199630315,3.1420325309041774,2.331338326659174,0.0,1.9562145103594233,Low
PRV51044,59,0,59,0.0,39,1.5128205128205128,21330,361.5254237288136,3300,130.0,2.2033898305084745,546.9230769230769,1,1,1,2.389830508474576,0.0,118,0,69.15254237288136,4.508474576271187,0.0,0.135593220338983,1,5,1,2.152542372881356,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.7413972888425443,1.0727272727272728,0.8863636363636364,0.0,2.4242424242424248,0.0,0.054611011850374716,0.7263746640517179,2.827018671208779,1.0922202370074943,14.52749328103436,56.540373424175584,51.358595194085034,65.76709796672829,62.35674676524954,3.117161899741061,24.053362314072476,0.8080808080808083,8.70529769654241,Low
PRV51045,31,0,31,0.0,29,1.0689655172413792,8390,270.64516129032256,3300,40.0,1.2903225806451613,289.3103448275862,16,4,8,2.6451612903225805,0.0,71,0,71.3225806451613,4.483870967741935,0.0,0.1935483870967742,3,9,1,2.2580645161290325,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.2916232186305179,0.5636363636363636,0.6590909090909091,0.0,0.0,0.0,-0.408776852637395,0.0,-0.20359811190166616,0.0,0.0,0.0,35.57301293900185,50.055452865064694,54.50092421441774,2.331605652453132,0.0,0.0,0.9326422609812529,Low
PRV51046,38,8,30,0.2105263157894736,26,1.4615384615384617,109370,2878.157894736842,38000,8644.0,227.47368421052636,4206.538461538462,6,2,4,3.473684210526316,0.131578947368421,111,5,72.07894736842105,5.105263157894737,0.0,0.1052631578947368,1,6,1,1.631578947368421,4.5,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,0.9534478249498736,1.1515151515151516,1.0,0.0,5.050505050505053,0.0,3.2073673943467615,0.18159366601292948,2.4768677281402427,64.14734788693524,3.63187332025859,49.53735456280485,78.9279112754159,54.83364140480591,51.34011090573013,6.9509405030862945,39.105525256666226,1.6835016835016843,15.01708428328489,Low
PRV51047,11,0,11,0.0,11,1.0,2530,230.0,1300,0.0,0.0,230.0,10,1,5,2.0,0.0,22,0,70.54545454545455,3.909090909090909,0.0,0.0,2,6,1,3.090909090909091,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.08793882516510254,0.2,0.25,0.0,0.0,0.0,-0.6186263801411299,-0.5188390457512271,-0.6744907594765953,0.0,0.0,0.0,18.45656192236599,27.310536044362294,30.24953789279113,4.860055918237083,0.0,0.0,1.9440223672948331,Low
PRV51048,38,4,34,0.1052631578947368,33,1.1515151515151516,27700,728.9473684210526,7000,4352.0,114.52631578947368,839.3939393939394,15,7,8,2.9473684210526314,0.0789473684210526,97,3,70.28947368421052,4.921052631578948,0.0,0.1052631578947368,1,9,1,0.6052631578947368,4.75,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.9628084810566563,0.6909090909090909,0.75,0.0,0.0,0.0,0.28272389413685795,0.18159366601292948,0.3600461177713569,5.654477882737159,3.63187332025859,7.200922355427139,56.340110905730135,54.83364140480591,57.902033271719034,4.4325188457469435,5.495757852807629,0.0,3.4217348941410664,Low
PRV51049,71,0,71,0.0,65,1.0923076923076922,21720,305.9154929577465,3300,190.0,2.676056338028169,334.15384615384613,35,11,21,2.5774647887323945,0.0,147,0,70.64788732394366,4.661971830985915,0.0,0.2394366197183098,4,21,1,1.7887323943661972,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.7549530761209593,1.290909090909091,1.4772727272727273,0.0,9.696969696969699,15.909090909090908,0.06857710668424104,1.0376780915024542,-0.044219061953228576,1.3715421336848208,20.753561830049083,0.0,51.61737523105361,70.44362292051756,75.11090573012939,3.6589297431078016,7.375034654577967,8.535353535353536,6.236688354222572,Low
PRV51052,46,2,44,0.0434782608695652,37,1.2432432432432432,30800,669.5652173913044,9000,2346.0,51.0,832.4324324324324,17,5,6,3.282608695652174,0.0217391304347826,116,1,71.56521739130434,4.152173913043479,0.0,0.1956521739130435,1,7,1,2.282608695652174,9.0,1,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,1.0705596107055961,0.8363636363636363,0.8409090909090909,2.3519870235198708,0.0,0.0,0.3937364428163082,0.3891292843134203,0.9863603353484942,7.874728856326165,7.782585686268407,19.727206706969884,57.85582255083179,59.73197781885398,60.71164510166358,13.487895396556604,11.794840416521486,0.7839956745066236,9.168808985931076,Low
PRV51053,1,1,0,1.0,1,1.0,8000,8000.0,8000,1068.0,1068.0,8000.0,1,1,1,9.0,1.0,9,1,68.0,4.0,0.0,1.0,1,1,10,5.0,5.0,0,Inpatient-heavy,Inpatient-heavy_10,241500.0,41.0,38.0,0.033126293995859216,0.024390243902439025,0.02631578947368421,0.0,0.0,0.0,-0.4227429474712613,-0.7782585686268406,-0.6744907594765953,0.0,0.0,0.0,34.861367837338264,2.2273567467652495,2.3475046210720887,30.87563388718747,0.0,0.0,12.350253554874989,Low
PRV51054,57,0,57,0.0,40,1.425,15130,265.43859649122805,1900,140.0,2.456140350877193,378.25,3,2,2,2.491228070175439,0.0,124,0,70.33333333333333,3.456140350877193,0.0,0.1578947368421052,1,4,1,2.3508771929824563,0.0,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.5258950295446646,1.0363636363636364,0.9090909090909091,0.0,1.2121212121212124,0.0,-0.16741408550852577,0.6744907594765952,2.227385181203909,0.0,13.489815189531903,44.54770362407818,45.526802218114604,64.89833641404806,63.06839186691312,3.4971201388978663,19.345839604536696,0.40404040404040414,7.323812058132276,Low
PRV51055,22,2,20,0.0909090909090909,22,1.0,21640,983.6363636363636,16000,2206.0,100.27272727272728,983.6363636363636,6,3,3,3.636363636363636,0.0909090909090909,72,2,68.72727272727273,4.681818181818182,0.0,0.2272727272727272,1,8,1,0.5909090909090909,5.5,0,Outpatient-heavy,Outpatient-heavy_1,28770.0,55.0,44.0,0.7521724018074383,0.4,0.5,0.0,0.0,0.0,0.06571226671831974,-0.2334775705880522,-0.6744907594765953,1.314245334366395,0.0,0.0,51.58964879852126,41.534195933456566,46.58964879852125,4.980343844842391,0.4380817781221316,0.0,2.123562071373596,Low
